#,Date-Time (Indonesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Up,Button Down,Host Connected,End of File
1,03/29/2024 08:00:40,,,Logged,,,
2,03/29/2024 08:00:41,30.80,58839.04,,,,
3,03/29/2024 08:05:41,29.26,2355.84,,,,
4,03/29/2024 08:10:41,29.13,1342.72,,,,
5,03/29/2024 08:15:41,29.30,3372.80,,,,
6,03/29/2024 08:20:41,29.30,2156.16,,,,
7,03/29/2024 08:25:41,29.38,2232.32,,,,
8,03/29/2024 08:30:41,29.43,2952.96,,,,
9,03/29/2024 08:35:41,29.60,3659.52,,,,
10,03/29/2024 08:40:41,29.56,3104.00,,,,
11,03/29/2024 08:45:41,29.68,3642.88,,,,
12,03/29/2024 08:50:41,29.73,3162.88,,,,
13,03/29/2024 08:55:41,29.77,3018.24,,,,
14,03/29/2024 09:00:41,29.81,3029.76,,,,
15,03/29/2024 09:05:41,29.86,5742.08,,,,
16,03/29/2024 09:10:41,29.90,4569.60,,,,
17,03/29/2024 09:15:41,29.98,6776.32,,,,
18,03/29/2024 09:20:41,29.81,4136.96,,,,
19,03/29/2024 09:25:41,29.64,4017.92,,,,
20,03/29/2024 09:30:41,29.68,3585.28,,,,
21,03/29/2024 09:35:41,29.77,3557.12,,,,
22,03/29/2024 09:40:41,29.90,3530.24,,,,
23,03/29/2024 09:45:41,29.98,3942.40,,,,
24,03/29/2024 09:50:41,30.11,3567.36,,,,
25,03/29/2024 09:55:41,30.11,3624.96,,,,
26,03/29/2024 10:00:41,30.20,3774.72,,,,
27,03/29/2024 10:05:41,30.28,3834.88,,,,
28,03/29/2024 10:10:41,30.46,3834.88,,,,
29,03/29/2024 10:15:41,30.50,3916.80,,,,
30,03/29/2024 10:20:41,30.63,3957.76,,,,
31,03/29/2024 10:25:41,30.67,4021.76,,,,
32,03/29/2024 10:30:41,30.80,4252.16,,,,
33,03/29/2024 10:35:41,30.93,4330.24,,,,
34,03/29/2024 10:40:41,31.06,4682.24,,,,
35,03/29/2024 10:45:41,31.14,4092.16,,,,
36,03/29/2024 10:50:41,31.19,3070.72,,,,
37,03/29/2024 10:55:41,31.40,5098.24,,,,
38,03/29/2024 11:00:41,31.44,5452.80,,,,
39,03/29/2024 11:05:41,31.53,5537.28,,,,
40,03/29/2024 11:10:41,31.61,5696.00,,,,
41,03/29/2024 11:15:41,31.87,6018.56,,,,
42,03/29/2024 11:20:41,32.04,5964.80,,,,
43,03/29/2024 11:25:41,32.17,6302.72,,,,
44,03/29/2024 11:30:41,32.34,6269.44,,,,
45,03/29/2024 11:35:41,32.52,6169.60,,,,
46,03/29/2024 11:40:41,32.77,5665.28,,,,
47,03/29/2024 11:45:41,32.86,5926.40,,,,
48,03/29/2024 11:50:41,33.12,6131.20,,,,
49,03/29/2024 11:55:41,33.16,5816.32,,,,
50,03/29/2024 12:00:41,33.42,6146.56,,,,
51,03/29/2024 12:05:41,33.72,6681.60,,,,
52,03/29/2024 12:10:41,33.97,6868.48,,,,
53,03/29/2024 12:15:41,34.10,6909.44,,,,
54,03/29/2024 12:20:41,34.40,6919.68,,,,
55,03/29/2024 12:25:41,35.09,6865.92,,,,
56,03/29/2024 12:30:41,35.48,7114.24,,,,
57,03/29/2024 12:35:41,35.73,7034.88,,,,
58,03/29/2024 12:40:41,35.86,6942.72,,,,
59,03/29/2024 12:45:41,35.90,6945.28,,,,
60,03/29/2024 12:50:41,35.99,6197.76,,,,
61,03/29/2024 12:55:41,35.95,5632.00,,,,
62,03/29/2024 13:00:41,36.12,6924.80,,,,
63,03/29/2024 13:05:41,36.16,6952.96,,,,
64,03/29/2024 13:10:41,36.16,6740.48,,,,
65,03/29/2024 13:15:41,36.16,7447.04,,,,
66,03/29/2024 13:20:41,36.21,7129.60,,,,
67,03/29/2024 13:25:41,36.21,6799.36,,,,
68,03/29/2024 13:30:41,36.12,2376.32,,,,
69,03/29/2024 13:35:41,36.33,6510.08,,,,
70,03/29/2024 13:40:41,35.99,1597.44,,,,
71,03/29/2024 13:45:41,35.90,1374.08,,,,
72,03/29/2024 13:50:41,35.86,2508.16,,,,
73,03/29/2024 13:55:41,35.73,1388.80,,,,
74,03/29/2024 14:00:41,35.60,920.00,,,,
75,03/29/2024 14:05:41,35.48,910.72,,,,
76,03/29/2024 14:10:41,35.43,769.28,,,,
77,03/29/2024 14:15:41,35.39,689.28,,,,
78,03/29/2024 14:20:41,35.39,634.72,,,,
79,03/29/2024 14:25:41,35.30,575.52,,,,
80,03/29/2024 14:30:41,35.22,488.32,,,,
81,03/29/2024 14:35:41,35.22,469.76,,,,
82,03/29/2024 14:40:41,35.18,487.52,,,,
83,03/29/2024 14:45:41,35.13,535.20,,,,
84,03/29/2024 14:50:41,35.18,561.44,,,,
85,03/29/2024 14:55:41,35.22,629.60,,,,
86,03/29/2024 15:00:41,35.22,665.60,,,,
87,03/29/2024 15:05:41,35.22,664.00,,,,
88,03/29/2024 15:10:41,35.22,645.76,,,,
89,03/29/2024 15:15:41,35.30,586.56,,,,
90,03/29/2024 15:20:41,35.43,535.20,,,,
91,03/29/2024 15:25:41,35.56,503.52,,,,
92,03/29/2024 15:30:41,35.56,482.40,,,,
93,03/29/2024 15:35:41,35.65,479.04,,,,
94,03/29/2024 15:40:41,35.78,492.48,,,,
95,03/29/2024 15:45:41,35.78,506.56,,,,
96,03/29/2024 15:50:41,35.65,527.68,,,,
97,03/29/2024 15:55:41,35.48,544.64,,,,
98,03/29/2024 16:00:41,35.18,552.16,,,,
99,03/29/2024 16:05:41,34.88,580.64,,,,
100,03/29/2024 16:10:41,34.70,608.48,,,,
101,03/29/2024 16:15:41,34.62,677.44,,,,
102,03/29/2024 16:20:41,34.40,685.12,,,,
103,03/29/2024 16:25:41,34.36,731.84,,,,
104,03/29/2024 16:30:41,34.27,767.68,,,,
105,03/29/2024 16:35:41,34.19,794.56,,,,
106,03/29/2024 16:40:41,34.15,822.08,,,,
107,03/29/2024 16:45:41,33.97,845.76,,,,
108,03/29/2024 16:50:41,33.89,890.24,,,,
109,03/29/2024 16:55:41,33.76,926.72,,,,
110,03/29/2024 17:00:41,33.63,925.12,,,,
111,03/29/2024 17:05:41,33.50,920.64,,,,
112,03/29/2024 17:10:41,33.33,909.76,,,,
113,03/29/2024 17:15:41,33.29,881.92,,,,
114,03/29/2024 17:20:41,33.20,818.88,,,,
115,03/29/2024 17:25:41,33.03,786.56,,,,
116,03/29/2024 17:30:41,32.99,818.88,,,,
117,03/29/2024 17:35:41,32.90,779.84,,,,
118,03/29/2024 17:40:41,32.82,690.56,,,,
119,03/29/2024 17:45:41,32.64,583.04,,,,
120,03/29/2024 17:50:41,32.56,467.52,,,,
121,03/29/2024 17:55:41,32.43,322.00,,,,
122,03/29/2024 18:00:41,32.30,187.36,,,,
123,03/29/2024 18:05:41,32.22,110.00,,,,
124,03/29/2024 18:10:41,32.09,47.54,,,,
125,03/29/2024 18:15:41,31.96,14.65,,,,
126,03/29/2024 18:20:41,31.74,3.59,,,,
127,03/29/2024 18:25:41,31.66,0.84,,,,
128,03/29/2024 18:30:41,31.61,0.00,,,,
129,03/29/2024 18:35:41,31.49,0.00,,,,
130,03/29/2024 18:40:41,31.40,0.00,,,,
131,03/29/2024 18:45:41,31.01,0.00,,,,
132,03/29/2024 18:50:41,31.06,0.00,,,,
133,03/29/2024 18:55:41,31.10,0.00,,,,
134,03/29/2024 19:00:41,30.89,0.00,,,,
135,03/29/2024 19:05:41,30.63,0.00,,,,
136,03/29/2024 19:10:41,30.63,0.00,,,,
137,03/29/2024 19:15:41,30.33,0.00,,,,
138,03/29/2024 19:20:41,30.11,0.00,,,,
139,03/29/2024 19:25:41,29.98,0.00,,,,
140,03/29/2024 19:30:41,29.94,0.00,,,,
141,03/29/2024 19:35:41,29.98,0.00,,,,
142,03/29/2024 19:40:41,30.07,0.00,,,,
143,03/29/2024 19:45:41,30.07,0.00,,,,
144,03/29/2024 19:50:41,30.07,0.00,,,,
145,03/29/2024 19:55:41,30.41,0.00,,,,
146,03/29/2024 20:00:41,30.71,0.00,,,,
147,03/29/2024 20:05:41,30.80,0.00,,,,
148,03/29/2024 20:10:41,30.76,0.00,,,,
149,03/29/2024 20:15:41,30.67,0.00,,,,
150,03/29/2024 20:20:41,30.50,0.00,,,,
151,03/29/2024 20:25:41,30.33,0.00,,,,
152,03/29/2024 20:30:41,30.24,0.00,,,,
153,03/29/2024 20:35:41,30.11,0.00,,,,
154,03/29/2024 20:40:41,30.03,0.00,,,,
155,03/29/2024 20:45:41,29.98,0.00,,,,
156,03/29/2024 20:50:41,29.90,0.00,,,,
157,03/29/2024 20:55:41,29.90,0.00,,,,
158,03/29/2024 21:00:41,29.90,0.00,,,,
159,03/29/2024 21:05:41,29.77,0.00,,,,
160,03/29/2024 21:10:41,29.73,0.00,,,,
161,03/29/2024 21:15:41,29.68,0.00,,,,
162,03/29/2024 21:20:41,29.60,0.00,,,,
163,03/29/2024 21:25:41,29.56,0.00,,,,
164,03/29/2024 21:30:41,29.47,0.00,,,,
165,03/29/2024 21:35:41,29.43,0.00,,,,
166,03/29/2024 21:40:41,29.38,0.00,,,,
167,03/29/2024 21:45:41,29.30,0.00,,,,
168,03/29/2024 21:50:41,29.30,0.00,,,,
169,03/29/2024 21:55:41,29.26,0.00,,,,
170,03/29/2024 22:00:41,29.17,0.00,,,,
171,03/29/2024 22:05:41,29.17,0.00,,,,
172,03/29/2024 22:10:41,29.13,0.00,,,,
173,03/29/2024 22:15:41,29.08,0.00,,,,
174,03/29/2024 22:20:41,29.08,0.00,,,,
175,03/29/2024 22:25:41,29.08,0.00,,,,
176,03/29/2024 22:30:41,29.00,0.00,,,,
177,03/29/2024 22:35:41,29.00,0.00,,,,
178,03/29/2024 22:40:41,29.04,0.00,,,,
179,03/29/2024 22:45:41,29.00,0.00,,,,
180,03/29/2024 22:50:41,29.00,0.00,,,,
181,03/29/2024 22:55:41,29.00,0.00,,,,
182,03/29/2024 23:00:41,28.95,0.00,,,,
183,03/29/2024 23:05:41,28.95,0.00,,,,
184,03/29/2024 23:10:41,28.91,0.00,,,,
185,03/29/2024 23:15:41,28.95,0.00,,,,
186,03/29/2024 23:20:41,28.91,0.00,,,,
187,03/29/2024 23:25:41,28.83,0.00,,,,
188,03/29/2024 23:30:41,28.87,0.00,,,,
189,03/29/2024 23:35:41,28.83,0.00,,,,
190,03/29/2024 23:40:41,28.83,0.00,,,,
191,03/29/2024 23:45:41,28.83,0.00,,,,
192,03/29/2024 23:50:41,28.83,0.00,,,,
193,03/29/2024 23:55:41,28.83,0.00,,,,
194,03/30/2024 00:00:41,28.78,0.00,,,,
195,03/30/2024 00:05:41,28.74,0.00,,,,
196,03/30/2024 00:10:41,28.74,0.00,,,,
197,03/30/2024 00:15:41,28.74,0.00,,,,
198,03/30/2024 00:20:41,28.65,0.00,,,,
199,03/30/2024 00:25:41,28.65,0.00,,,,
200,03/30/2024 00:30:41,28.61,0.00,,,,
201,03/30/2024 00:35:41,28.65,0.00,,,,
202,03/30/2024 00:40:41,28.61,0.00,,,,
203,03/30/2024 00:45:41,28.57,0.00,,,,
204,03/30/2024 00:50:41,28.57,0.00,,,,
205,03/30/2024 00:55:41,28.53,0.00,,,,
206,03/30/2024 01:00:41,28.48,0.00,,,,
207,03/30/2024 01:05:41,28.48,0.00,,,,
208,03/30/2024 01:10:41,28.40,0.00,,,,
209,03/30/2024 01:15:41,28.48,0.00,,,,
210,03/30/2024 01:20:41,28.40,0.00,,,,
211,03/30/2024 01:25:41,28.40,0.00,,,,
212,03/30/2024 01:30:41,28.40,0.00,,,,
213,03/30/2024 01:35:41,28.40,0.00,,,,
214,03/30/2024 01:40:41,28.35,0.00,,,,
215,03/30/2024 01:45:41,28.31,0.00,,,,
216,03/30/2024 01:50:41,28.31,0.00,,,,
217,03/30/2024 01:55:41,28.27,0.00,,,,
218,03/30/2024 02:00:41,28.27,0.00,,,,
219,03/30/2024 02:05:41,28.27,0.00,,,,
220,03/30/2024 02:10:41,28.18,0.00,,,,
221,03/30/2024 02:15:41,28.18,0.00,,,,
222,03/30/2024 02:20:41,28.18,0.00,,,,
223,03/30/2024 02:25:41,28.18,0.00,,,,
224,03/30/2024 02:30:41,28.14,0.00,,,,
225,03/30/2024 02:35:41,28.14,0.00,,,,
226,03/30/2024 02:40:41,28.10,0.00,,,,
227,03/30/2024 02:45:41,28.10,0.00,,,,
228,03/30/2024 02:50:41,28.10,0.00,,,,
229,03/30/2024 02:55:41,28.05,0.00,,,,
230,03/30/2024 03:00:41,28.05,0.00,,,,
231,03/30/2024 03:05:41,28.01,0.00,,,,
232,03/30/2024 03:10:41,28.01,0.00,,,,
233,03/30/2024 03:15:41,28.01,0.00,,,,
234,03/30/2024 03:20:41,28.01,0.00,,,,
235,03/30/2024 03:25:41,27.93,0.00,,,,
236,03/30/2024 03:30:41,27.93,0.00,,,,
237,03/30/2024 03:35:41,27.88,0.00,,,,
238,03/30/2024 03:40:41,27.88,0.00,,,,
239,03/30/2024 03:45:41,27.88,0.00,,,,
240,03/30/2024 03:50:41,27.88,0.00,,,,
241,03/30/2024 03:55:41,27.80,0.00,,,,
242,03/30/2024 04:00:41,27.80,0.00,,,,
243,03/30/2024 04:05:41,27.80,0.00,,,,
244,03/30/2024 04:10:41,27.84,0.00,,,,
245,03/30/2024 04:15:41,27.80,0.00,,,,
246,03/30/2024 04:20:41,27.80,0.00,,,,
247,03/30/2024 04:25:41,27.71,0.00,,,,
248,03/30/2024 04:30:41,27.75,0.00,,,,
249,03/30/2024 04:35:41,27.71,0.00,,,,
250,03/30/2024 04:40:41,27.80,0.00,,,,
251,03/30/2024 04:45:41,27.97,0.00,,,,
252,03/30/2024 04:50:41,27.93,0.00,,,,
253,03/30/2024 04:55:41,27.80,0.00,,,,
254,03/30/2024 05:00:41,27.54,0.00,,,,
255,03/30/2024 05:05:41,27.50,0.00,,,,
256,03/30/2024 05:10:41,28.18,0.00,,,,
257,03/30/2024 05:15:41,28.18,0.00,,,,
258,03/30/2024 05:20:41,27.71,0.00,,,,
259,03/30/2024 05:25:41,27.63,0.00,,,,
260,03/30/2024 05:30:41,28.01,0.00,,,,
261,03/30/2024 05:35:41,27.97,0.00,,,,
262,03/30/2024 05:40:41,27.88,0.00,,,,
263,03/30/2024 05:45:41,28.14,0.00,,,,
264,03/30/2024 05:50:41,28.44,0.63,,,,
265,03/30/2024 05:55:41,28.70,3.17,,,,
266,03/30/2024 06:00:41,28.87,9.52,,,,
267,03/30/2024 06:05:41,28.95,18.46,,,,
268,03/30/2024 06:10:41,29.04,31.81,,,,
269,03/30/2024 06:15:41,28.95,44.58,,,,
270,03/30/2024 06:20:41,28.91,73.94,,,,
271,03/30/2024 06:25:41,28.91,102.04,,,,
272,03/30/2024 06:30:41,29.00,134.36,,,,
273,03/30/2024 06:35:41,29.00,170.96,,,,
274,03/30/2024 06:40:41,29.08,207.52,,,,
275,03/30/2024 06:45:41,29.13,237.36,,,,
276,03/30/2024 06:50:41,29.17,272.08,,,,
277,03/30/2024 06:55:41,29.17,306.16,,,,
278,03/30/2024 07:00:41,29.17,343.52,,,,
279,03/30/2024 07:05:41,29.13,384.64,,,,
280,03/30/2024 07:10:41,29.08,432.00,,,,
281,03/30/2024 07:15:41,29.08,478.08,,,,
282,03/30/2024 07:20:41,29.08,518.72,,,,
283,03/30/2024 07:25:41,29.00,559.04,,,,
284,03/30/2024 07:30:41,28.95,604.64,,,,
285,03/30/2024 07:35:41,29.00,679.36,,,,
286,03/30/2024 07:40:41,29.00,761.28,,,,
287,03/30/2024 07:45:41,29.00,850.56,,,,
288,03/30/2024 07:50:41,28.95,987.52,,,,
289,03/30/2024 07:55:41,28.95,1147.52,,,,
290,03/30/2024 08:00:41,28.91,1325.44,,,,
291,03/30/2024 08:05:41,28.83,1522.56,,,,
292,03/30/2024 08:10:41,28.83,1754.24,,,,
293,03/30/2024 08:15:41,28.74,1950.08,,,,
294,03/30/2024 08:20:41,28.70,2151.04,,,,
295,03/30/2024 08:25:41,28.61,2315.52,,,,
296,03/30/2024 08:30:41,28.57,2433.92,,,,
297,03/30/2024 08:35:41,28.57,2767.36,,,,
298,03/30/2024 08:40:41,28.65,2831.36,,,,
299,03/30/2024 08:45:41,28.61,2670.08,,,,
300,03/30/2024 08:50:41,28.78,3272.96,,,,
301,03/30/2024 08:55:41,28.87,3964.16,,,,
302,03/30/2024 09:00:41,29.00,4234.24,,,,
303,03/30/2024 09:05:41,29.08,4309.76,,,,
304,03/30/2024 09:10:41,29.08,3618.56,,,,
305,03/30/2024 09:15:41,29.08,2963.20,,,,
306,03/30/2024 09:20:41,29.38,5355.52,,,,
307,03/30/2024 09:25:41,29.43,3655.68,,,,
308,03/30/2024 09:30:41,29.56,5265.92,,,,
309,03/30/2024 09:35:41,29.68,5821.44,,,,
310,03/30/2024 09:40:41,29.77,5568.00,,,,
311,03/30/2024 09:45:41,29.90,5767.68,,,,
312,03/30/2024 09:50:41,29.98,5368.32,,,,
313,03/30/2024 09:55:41,30.11,5785.60,,,,
314,03/30/2024 10:00:41,30.33,6771.20,,,,
315,03/30/2024 10:05:41,30.37,5345.28,,,,
316,03/30/2024 10:10:41,30.59,6215.68,,,,
317,03/30/2024 10:15:41,30.59,2268.16,,,,
318,03/30/2024 10:20:41,30.76,2625.28,,,,
319,03/30/2024 10:25:41,30.37,2894.08,,,,
320,03/30/2024 10:30:41,30.16,2241.28,,,,
321,03/30/2024 10:35:41,30.07,5598.72,,,,
322,03/30/2024 10:40:41,30.28,7339.52,,,,
323,03/30/2024 10:45:41,30.37,7623.68,,,,
324,03/30/2024 10:50:41,30.41,7710.72,,,,
325,03/30/2024 10:55:41,30.67,7982.08,,,,
326,03/30/2024 11:00:41,30.76,8097.28,,,,
327,03/30/2024 11:05:41,30.84,8435.20,,,,
328,03/30/2024 11:10:41,31.01,8801.28,,,,
329,03/30/2024 11:15:41,31.10,9377.28,,,,
330,03/30/2024 11:20:41,31.01,8496.64,,,,
331,03/30/2024 11:25:41,31.40,10490.88,,,,
332,03/30/2024 11:30:41,31.49,10135.04,,,,
333,03/30/2024 11:35:41,31.66,10833.92,,,,
334,03/30/2024 11:40:41,31.74,11008.00,,,,
335,03/30/2024 11:45:41,31.87,11130.88,,,,
336,03/30/2024 11:50:41,32.00,11304.96,,,,
337,03/30/2024 11:55:41,32.22,11238.40,,,,
338,03/30/2024 12:00:41,32.47,10721.28,,,,
339,03/30/2024 12:05:41,32.47,10603.52,,,,
340,03/30/2024 12:10:41,33.55,10531.84,,,,
341,03/30/2024 12:15:41,33.12,10291.20,,,,
342,03/30/2024 12:20:41,33.20,10007.04,,,,
343,03/30/2024 12:25:41,33.33,10142.72,,,,
344,03/30/2024 12:30:41,33.50,10176.00,,,,
345,03/30/2024 12:35:41,33.63,10398.72,,,,
346,03/30/2024 12:40:41,33.72,10439.68,,,,
347,03/30/2024 12:45:41,33.85,10472.96,,,,
348,03/30/2024 12:50:41,34.02,10562.56,,,,
349,03/30/2024 12:55:41,34.19,10859.52,,,,
350,03/30/2024 13:00:41,34.40,11171.84,,,,
351,03/30/2024 13:05:41,34.53,11514.88,,,,
352,03/30/2024 13:10:41,34.57,11622.40,,,,
353,03/30/2024 13:15:41,34.75,12308.48,,,,
354,03/30/2024 13:20:41,34.83,12349.44,,,,
355,03/30/2024 13:25:41,34.88,12584.96,,,,
356,03/30/2024 13:30:41,35.05,12922.88,,,,
357,03/30/2024 13:35:41,35.18,13711.36,,,,
358,03/30/2024 13:40:41,35.22,13655.04,,,,
359,03/30/2024 13:45:41,35.30,13276.16,,,,
360,03/30/2024 13:50:41,35.39,13696.00,,,,
361,03/30/2024 13:55:41,35.52,13598.72,,,,
362,03/30/2024 14:00:41,35.56,13189.12,,,,
363,03/30/2024 14:05:41,35.73,13824.00,,,,
364,03/30/2024 14:10:41,35.78,13711.36,,,,
365,03/30/2024 14:15:41,35.90,13783.04,,,,
366,03/30/2024 14:20:41,36.03,14039.04,,,,
367,03/30/2024 14:25:41,35.99,13900.80,,,,
368,03/30/2024 14:30:41,36.08,14494.72,,,,
369,03/30/2024 14:35:41,36.08,13880.32,,,,
370,03/30/2024 14:40:41,36.08,13803.52,,,,
371,03/30/2024 14:45:41,36.08,13731.84,,,,
372,03/30/2024 14:50:41,36.16,13967.36,,,,
373,03/30/2024 14:55:41,36.16,13383.68,,,,
374,03/30/2024 15:00:41,36.25,13291.52,,,,
375,03/30/2024 15:05:41,36.21,13102.08,,,,
376,03/30/2024 15:10:41,36.16,12492.80,,,,
377,03/30/2024 15:15:41,36.12,12144.64,,,,
378,03/30/2024 15:20:41,36.16,11448.32,,,,
379,03/30/2024 15:25:41,36.21,10839.04,,,,
380,03/30/2024 15:30:41,36.25,11069.44,,,,
381,03/30/2024 15:35:41,36.33,10073.60,,,,
382,03/30/2024 15:40:41,36.42,10109.44,,,,
383,03/30/2024 15:45:41,36.12,2565.76,,,,
384,03/30/2024 15:50:41,36.03,1722.24,,,,
385,03/30/2024 15:55:41,35.99,2024.32,,,,
386,03/30/2024 16:00:41,35.95,2394.88,,,,
387,03/30/2024 16:05:41,36.12,6405.12,,,,
388,03/30/2024 16:10:41,36.16,4972.80,,,,
389,03/30/2024 16:15:41,36.12,1777.28,,,,
390,03/30/2024 16:20:41,35.99,1681.28,,,,
391,03/30/2024 16:25:41,35.99,2435.84,,,,
392,03/30/2024 16:30:41,36.12,3824.64,,,,
393,03/30/2024 16:35:41,36.12,3052.80,,,,
394,03/30/2024 16:40:41,36.16,1985.28,,,,
395,03/30/2024 16:45:41,36.42,1767.04,,,,
396,03/30/2024 16:50:41,36.55,1208.64,,,,
397,03/30/2024 16:55:41,36.51,913.92,,,,
398,03/30/2024 17:00:41,36.46,772.48,,,,
399,03/30/2024 17:05:41,36.46,690.24,,,,
400,03/30/2024 17:10:41,36.42,766.72,,,,
401,03/30/2024 17:15:41,36.29,714.56,,,,
402,03/30/2024 17:20:41,36.16,612.80,,,,
403,03/30/2024 17:25:41,36.03,468.80,,,,
404,03/30/2024 17:30:41,35.86,484.96,,,,
405,03/30/2024 17:35:41,35.69,523.36,,,,
406,03/30/2024 17:40:41,35.56,500.64,,,,
407,03/30/2024 17:45:41,35.39,419.68,,,,
408,03/30/2024 17:50:41,35.22,372.96,,,,
409,03/30/2024 17:55:41,35.09,316.96,,,,
410,03/30/2024 18:00:41,35.00,183.60,,,,
411,03/30/2024 18:05:41,34.83,74.16,,,,
412,03/30/2024 18:10:41,34.66,21.29,,,,
413,03/30/2024 18:15:41,34.49,4.23,,,,
414,03/30/2024 18:20:41,34.36,0.84,,,,
415,03/30/2024 18:25:41,34.23,0.00,,,,
416,03/30/2024 18:30:41,33.97,0.00,,,,
417,03/30/2024 18:35:41,33.76,0.00,,,,
418,03/30/2024 18:40:41,33.59,0.00,,,,
419,03/30/2024 18:45:41,33.37,0.00,,,,
420,03/30/2024 18:50:41,33.20,0.00,,,,
421,03/30/2024 18:55:41,32.99,0.00,,,,
422,03/30/2024 19:00:41,32.82,0.00,,,,
423,03/30/2024 19:05:41,32.69,0.00,,,,
424,03/30/2024 19:10:41,32.47,0.00,,,,
425,03/30/2024 19:15:41,32.26,0.00,,,,
426,03/30/2024 19:20:41,32.13,0.00,,,,
427,03/30/2024 19:25:41,31.96,0.00,,,,
428,03/30/2024 19:30:41,31.83,0.00,,,,
429,03/30/2024 19:35:41,31.79,0.00,,,,
430,03/30/2024 19:40:41,31.66,0.00,,,,
431,03/30/2024 19:45:41,31.53,0.00,,,,
432,03/30/2024 19:50:41,31.49,0.00,,,,
433,03/30/2024 19:55:41,31.44,0.00,,,,
434,03/30/2024 20:00:41,31.31,0.00,,,,
435,03/30/2024 20:05:41,31.27,0.00,,,,
436,03/30/2024 20:10:41,31.19,0.00,,,,
437,03/30/2024 20:15:41,31.14,0.00,,,,
438,03/30/2024 20:20:41,31.10,0.00,,,,
439,03/30/2024 20:25:41,31.01,0.00,,,,
440,03/30/2024 20:30:41,30.97,0.00,,,,
441,03/30/2024 20:35:41,30.89,0.00,,,,
442,03/30/2024 20:40:41,30.80,0.00,,,,
443,03/30/2024 20:45:41,30.76,0.00,,,,
444,03/30/2024 20:50:41,30.71,0.00,,,,
445,03/30/2024 20:55:41,30.63,0.00,,,,
446,03/30/2024 21:00:41,30.59,0.00,,,,
447,03/30/2024 21:05:41,30.50,0.00,,,,
448,03/30/2024 21:10:41,30.41,0.00,,,,
449,03/30/2024 21:15:41,30.37,0.00,,,,
450,03/30/2024 21:20:41,30.33,0.00,,,,
451,03/30/2024 21:25:41,30.33,0.00,,,,
452,03/30/2024 21:30:41,30.28,0.00,,,,
453,03/30/2024 21:35:41,30.20,0.00,,,,
454,03/30/2024 21:40:41,30.24,0.00,,,,
455,03/30/2024 21:45:41,30.20,0.00,,,,
456,03/30/2024 21:50:41,30.16,0.00,,,,
457,03/30/2024 21:55:41,30.11,0.00,,,,
458,03/30/2024 22:00:41,30.11,0.00,,,,
459,03/30/2024 22:05:41,30.03,0.00,,,,
460,03/30/2024 22:10:41,30.07,0.00,,,,
461,03/30/2024 22:15:41,30.03,0.00,,,,
462,03/30/2024 22:20:41,29.98,0.00,,,,
463,03/30/2024 22:25:41,29.98,0.00,,,,
464,03/30/2024 22:30:41,29.94,0.00,,,,
465,03/30/2024 22:35:41,29.90,0.00,,,,
466,03/30/2024 22:40:41,29.90,0.00,,,,
467,03/30/2024 22:45:41,29.90,0.00,,,,
468,03/30/2024 22:50:41,29.86,0.00,,,,
469,03/30/2024 22:55:41,29.81,0.00,,,,
470,03/30/2024 23:00:41,29.73,0.00,,,,
471,03/30/2024 23:05:41,29.73,0.00,,,,
472,03/30/2024 23:10:41,29.68,0.00,,,,
473,03/30/2024 23:15:41,29.68,0.00,,,,
474,03/30/2024 23:20:41,29.68,0.00,,,,
475,03/30/2024 23:25:41,29.68,0.00,,,,
476,03/30/2024 23:30:41,29.64,0.00,,,,
477,03/30/2024 23:35:41,29.60,0.00,,,,
478,03/30/2024 23:40:41,29.56,0.00,,,,
479,03/30/2024 23:45:41,29.56,0.00,,,,
480,03/30/2024 23:50:41,29.47,0.00,,,,
481,03/30/2024 23:55:41,29.43,0.00,,,,
482,03/31/2024 00:00:41,29.34,0.00,,,,
483,03/31/2024 00:05:41,29.34,0.00,,,,
484,03/31/2024 00:10:41,29.34,0.00,,,,
485,03/31/2024 00:15:41,29.30,0.00,,,,
486,03/31/2024 00:20:41,29.30,0.00,,,,
487,03/31/2024 00:25:41,29.34,0.00,,,,
488,03/31/2024 00:30:41,29.34,0.00,,,,
489,03/31/2024 00:35:41,29.30,0.00,,,,
490,03/31/2024 00:40:41,29.26,0.00,,,,
491,03/31/2024 00:45:41,29.26,0.00,,,,
492,03/31/2024 00:50:41,29.21,0.00,,,,
493,03/31/2024 00:55:41,29.17,0.00,,,,
494,03/31/2024 01:00:41,29.13,0.00,,,,
495,03/31/2024 01:05:41,29.08,0.00,,,,
496,03/31/2024 01:10:41,29.04,0.00,,,,
497,03/31/2024 01:15:41,29.04,0.00,,,,
498,03/31/2024 01:20:41,29.00,0.00,,,,
499,03/31/2024 01:25:41,29.00,0.00,,,,
500,03/31/2024 01:30:41,29.00,0.00,,,,
501,03/31/2024 01:35:41,29.00,0.00,,,,
502,03/31/2024 01:40:41,29.00,0.00,,,,
503,03/31/2024 01:45:41,28.95,0.00,,,,
504,03/31/2024 01:50:41,29.00,0.00,,,,
505,03/31/2024 01:55:41,28.91,0.00,,,,
506,03/31/2024 02:00:41,28.87,0.00,,,,
507,03/31/2024 02:05:41,28.91,0.00,,,,
508,03/31/2024 02:10:41,28.83,0.00,,,,
509,03/31/2024 02:15:41,28.83,0.00,,,,
