#,Date-Time (Indonesia Standard Time),Ch:1 - Temperature   (°C),Ch:2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,02/27/2024 12:11:41,,,Logged,Logged,,
2,02/27/2024 12:11:42,,,Logged,Logged,,
3,02/27/2024 12:11:46,,,,Logged,,
4,02/27/2024 12:11:47,30.11,24.33,,,,
5,02/27/2024 12:16:47,31.61,12.57,,,,
6,02/27/2024 12:21:47,31.10,0.00,,,,
7,02/27/2024 12:26:47,30.67,0.41,,,,
8,02/27/2024 12:31:47,30.46,0.00,,,,
9,02/27/2024 12:36:47,30.20,0.00,,,,
10,02/27/2024 12:41:47,30.03,0.00,,,,
11,02/27/2024 12:46:47,29.86,0.00,,,,
12,02/27/2024 12:51:47,29.77,0.00,,,,
13,02/27/2024 12:56:47,29.64,0.00,,,,
14,02/27/2024 13:01:47,29.64,0.00,,,,
15,02/27/2024 13:06:47,29.60,0.00,,,,
16,02/27/2024 13:11:47,29.60,0.20,,,,
17,02/27/2024 13:16:47,29.60,0.20,,,,
18,02/27/2024 13:21:47,29.56,0.20,,,,
19,02/27/2024 13:26:47,29.56,0.20,,,,
20,02/27/2024 13:31:47,29.60,0.20,,,,
21,02/27/2024 13:36:47,29.64,0.00,,,,
22,02/27/2024 13:41:47,29.60,0.20,,,,
23,02/27/2024 13:46:47,29.60,0.00,,,,
24,02/27/2024 13:51:47,29.64,0.20,,,,
25,02/27/2024 13:56:47,29.60,0.00,,,,
26,02/27/2024 14:01:47,29.60,0.00,,,,
27,02/27/2024 14:06:47,29.64,0.00,,,,
28,02/27/2024 14:11:47,29.64,0.00,,,,
29,02/27/2024 14:16:47,29.86,4.54,,,,
30,02/27/2024 14:21:47,30.03,4.51,,,,
31,02/27/2024 14:26:47,30.28,6.21,,,,
32,02/27/2024 14:31:47,30.46,6.41,,,,
33,02/27/2024 14:36:47,30.63,6.00,,,,
34,02/27/2024 14:41:47,30.80,5.36,,,,
35,02/27/2024 14:46:47,30.89,49.64,,,,
36,02/27/2024 14:51:47,31.06,32.90,,,,
37,02/27/2024 14:56:47,31.44,364.00,,,,
38,02/27/2024 15:01:47,31.87,36.65,,,,
39,02/27/2024 15:06:47,32.26,32.90,,,,
40,02/27/2024 15:11:47,33.67,506.72,,,,
41,02/27/2024 15:16:47,34.79,176.64,,,,
42,02/27/2024 15:21:47,34.79,48.10,,,,
43,02/27/2024 15:26:47,34.36,20.02,,,,
44,02/27/2024 15:31:47,34.15,30.85,,,,
45,02/27/2024 15:36:47,33.93,14.78,,,,
46,02/27/2024 15:41:47,33.72,20.43,,,,
47,02/27/2024 15:46:47,33.55,22.48,,,,
48,02/27/2024 15:51:47,33.50,15.19,,,,
49,02/27/2024 15:56:47,33.63,177.36,,,,
50,02/27/2024 16:01:47,33.59,40.04,,,,
51,02/27/2024 16:06:47,33.72,29.57,,,,
52,02/27/2024 16:11:47,33.67,11.65,,,,
53,02/27/2024 16:16:47,33.67,4.95,,,,
54,02/27/2024 16:21:47,33.55,78.54,,,,
55,02/27/2024 16:26:47,33.55,13.70,,,,
56,02/27/2024 16:31:47,33.76,1127.68,,,,
57,02/27/2024 16:36:47,33.80,846.72,,,,
58,02/27/2024 16:41:47,33.80,696.64,,,,
59,02/27/2024 16:46:47,33.67,823.68,,,,
60,02/27/2024 16:51:47,33.55,757.12,,,,
61,02/27/2024 16:56:47,33.29,809.60,,,,
62,02/27/2024 17:01:47,32.94,860.80,,,,
63,02/27/2024 17:06:47,32.73,848.32,,,,
64,02/27/2024 17:11:47,32.47,836.16,,,,
65,02/27/2024 17:16:47,32.34,818.88,,,,
66,02/27/2024 17:21:47,32.17,793.28,,,,
67,02/27/2024 17:26:47,32.13,678.72,,,,
68,02/27/2024 17:31:47,32.04,561.76,,,,
69,02/27/2024 17:36:47,31.92,465.60,,,,
70,02/27/2024 17:41:47,31.87,398.08,,,,
71,02/27/2024 17:46:47,31.96,321.36,,,,
72,02/27/2024 17:51:47,31.87,246.96,,,,
73,02/27/2024 17:56:47,31.74,198.96,,,,
74,02/27/2024 18:01:47,31.70,167.52,,,,
75,02/27/2024 18:06:47,31.57,0.00,,,,
76,02/27/2024 18:11:47,31.57,11.73,,,,
77,02/27/2024 18:16:47,31.53,12.11,,,,
78,02/27/2024 18:21:47,31.57,20.79,,,,
79,02/27/2024 18:26:47,31.53,11.29,,,,
80,02/27/2024 18:31:47,31.53,3.28,,,,
81,02/27/2024 18:36:47,31.57,0.61,,,,
82,02/27/2024 18:41:47,31.53,0.00,,,,
83,02/27/2024 18:46:47,31.49,0.00,,,,
84,02/27/2024 18:51:47,31.49,0.00,,,,
85,02/27/2024 18:56:47,31.53,0.00,,,,
86,02/27/2024 19:01:47,31.57,0.00,,,,
87,02/27/2024 19:06:47,31.61,0.00,,,,
88,02/27/2024 19:11:47,31.66,0.00,,,,
89,02/27/2024 19:16:47,31.70,0.00,,,,
90,02/27/2024 19:21:47,31.74,0.00,,,,
91,02/27/2024 19:26:47,31.79,0.00,,,,
92,02/27/2024 19:31:47,31.70,0.00,,,,
93,02/27/2024 19:36:47,31.79,0.00,,,,
94,02/27/2024 19:41:47,31.70,0.00,,,,
95,02/27/2024 19:46:47,31.57,0.00,,,,
96,02/27/2024 19:51:47,31.49,0.00,,,,
97,02/27/2024 19:56:47,31.49,0.00,,,,
98,02/27/2024 20:01:47,31.44,0.00,,,,
99,02/27/2024 20:06:47,31.36,0.00,,,,
100,02/27/2024 20:11:47,31.36,0.00,,,,
101,02/27/2024 20:16:47,31.36,0.00,,,,
102,02/27/2024 20:21:47,31.44,0.00,,,,
103,02/27/2024 20:26:47,31.49,0.00,,,,
104,02/27/2024 20:31:47,31.31,0.00,,,,
105,02/27/2024 20:36:47,31.14,0.00,,,,
106,02/27/2024 20:41:47,30.84,0.00,,,,
107,02/27/2024 20:46:47,30.59,0.00,,,,
108,02/27/2024 20:51:47,30.28,0.00,,,,
109,02/27/2024 20:56:47,30.03,0.00,,,,
110,02/27/2024 21:01:47,29.90,0.00,,,,
111,02/27/2024 21:06:47,29.86,0.00,,,,
112,02/27/2024 21:11:47,30.03,0.00,,,,
113,02/27/2024 21:16:47,29.94,0.00,,,,
114,02/27/2024 21:21:47,29.90,0.00,,,,
115,02/27/2024 21:26:47,29.81,0.00,,,,
116,02/27/2024 21:31:47,29.73,0.00,,,,
117,02/27/2024 21:36:47,29.60,0.00,,,,
118,02/27/2024 21:41:47,29.47,0.00,,,,
119,02/27/2024 21:46:47,29.43,0.00,,,,
120,02/27/2024 21:51:47,29.38,0.00,,,,
121,02/27/2024 21:56:47,29.43,0.00,,,,
122,02/27/2024 22:01:47,29.34,0.00,,,,
123,02/27/2024 22:06:47,29.34,0.00,,,,
124,02/27/2024 22:11:47,29.38,0.00,,,,
125,02/27/2024 22:16:47,29.34,0.00,,,,
126,02/27/2024 22:21:47,29.26,0.00,,,,
127,02/27/2024 22:26:47,29.21,0.00,,,,
128,02/27/2024 22:31:47,29.17,0.00,,,,
129,02/27/2024 22:36:47,29.13,0.00,,,,
130,02/27/2024 22:41:47,29.04,0.00,,,,
131,02/27/2024 22:46:47,29.00,0.00,,,,
132,02/27/2024 22:51:47,29.00,0.00,,,,
133,02/27/2024 22:56:47,28.95,0.00,,,,
134,02/27/2024 23:01:47,28.95,0.00,,,,
135,02/27/2024 23:06:47,28.95,0.00,,,,
136,02/27/2024 23:11:47,28.95,0.00,,,,
137,02/27/2024 23:16:47,28.87,0.00,,,,
138,02/27/2024 23:21:47,28.83,0.00,,,,
139,02/27/2024 23:26:47,28.87,0.00,,,,
140,02/27/2024 23:31:47,28.83,0.00,,,,
141,02/27/2024 23:36:47,28.87,0.00,,,,
142,02/27/2024 23:41:47,29.00,0.00,,,,
143,02/27/2024 23:46:47,29.17,0.00,,,,
144,02/27/2024 23:51:47,29.34,0.00,,,,
145,02/27/2024 23:56:47,29.34,0.00,,,,
146,02/28/2024 00:01:47,29.30,0.00,,,,
147,02/28/2024 00:06:47,29.26,0.00,,,,
148,02/28/2024 00:11:47,29.17,0.00,,,,
149,02/28/2024 00:16:47,29.00,0.00,,,,
150,02/28/2024 00:21:47,28.95,0.20,,,,
151,02/28/2024 00:26:47,28.83,0.00,,,,
152,02/28/2024 00:31:47,28.87,0.00,,,,
153,02/28/2024 00:36:47,28.91,0.00,,,,
154,02/28/2024 00:41:47,28.87,0.00,,,,
155,02/28/2024 00:46:47,28.91,0.00,,,,
156,02/28/2024 00:51:47,29.04,0.00,,,,
157,02/28/2024 00:56:47,29.17,0.00,,,,
158,02/28/2024 01:01:47,29.21,0.00,,,,
159,02/28/2024 01:06:47,29.26,0.00,,,,
160,02/28/2024 01:11:47,29.34,0.00,,,,
161,02/28/2024 01:16:47,29.43,0.00,,,,
162,02/28/2024 01:21:47,29.64,0.00,,,,
163,02/28/2024 01:26:47,29.90,0.00,,,,
164,02/28/2024 01:31:47,30.03,0.00,,,,
165,02/28/2024 01:36:47,30.11,0.00,,,,
166,02/28/2024 01:41:47,30.11,0.00,,,,
167,02/28/2024 01:46:47,30.07,0.00,,,,
168,02/28/2024 01:51:47,30.07,0.00,,,,
169,02/28/2024 01:56:47,30.03,0.00,,,,
170,02/28/2024 02:01:47,29.98,0.00,,,,
171,02/28/2024 02:06:47,29.90,0.00,,,,
172,02/28/2024 02:11:47,29.86,0.00,,,,
173,02/28/2024 02:16:47,29.81,0.00,,,,
174,02/28/2024 02:21:47,29.77,0.00,,,,
175,02/28/2024 02:26:47,29.77,0.00,,,,
176,02/28/2024 02:31:47,29.64,0.00,,,,
177,02/28/2024 02:36:47,29.56,0.00,,,,
178,02/28/2024 02:41:47,29.51,0.00,,,,
179,02/28/2024 02:46:47,29.34,0.00,,,,
180,02/28/2024 02:51:47,29.26,0.00,,,,
181,02/28/2024 02:56:47,29.08,0.00,,,,
182,02/28/2024 03:01:47,28.91,0.00,,,,
183,02/28/2024 03:06:47,28.70,0.00,,,,
184,02/28/2024 03:11:47,28.53,0.00,,,,
185,02/28/2024 03:16:47,28.44,0.20,,,,
186,02/28/2024 03:21:47,28.44,0.00,,,,
187,02/28/2024 03:26:47,28.44,0.00,,,,
188,02/28/2024 03:31:47,28.48,0.00,,,,
189,02/28/2024 03:36:47,28.48,0.00,,,,
190,02/28/2024 03:41:47,28.61,0.00,,,,
191,02/28/2024 03:46:47,28.65,0.00,,,,
192,02/28/2024 03:51:47,28.61,0.00,,,,
193,02/28/2024 03:56:47,28.61,0.00,,,,
194,02/28/2024 04:01:47,28.40,0.00,,,,
195,02/28/2024 04:06:47,28.27,0.00,,,,
196,02/28/2024 04:11:47,28.18,0.00,,,,
197,02/28/2024 04:16:47,28.14,0.00,,,,
198,02/28/2024 04:21:47,28.10,0.00,,,,
199,02/28/2024 04:26:47,28.23,0.00,,,,
200,02/28/2024 04:31:47,28.14,0.00,,,,
201,02/28/2024 04:36:47,28.05,0.00,,,,
202,02/28/2024 04:41:47,28.01,0.00,,,,
203,02/28/2024 04:46:47,27.97,0.00,,,,
204,02/28/2024 04:51:47,27.93,0.00,,,,
205,02/28/2024 04:56:47,27.97,0.00,,,,
206,02/28/2024 05:01:47,27.93,0.00,,,,
207,02/28/2024 05:06:47,27.97,0.00,,,,
208,02/28/2024 05:11:47,27.93,0.00,,,,
209,02/28/2024 05:16:47,28.10,0.00,,,,
210,02/28/2024 05:21:47,28.10,0.00,,,,
211,02/28/2024 05:26:47,28.18,0.00,,,,
212,02/28/2024 05:31:47,28.14,0.00,,,,
213,02/28/2024 05:36:47,28.18,0.00,,,,
214,02/28/2024 05:41:47,28.23,0.00,,,,
215,02/28/2024 05:46:47,28.27,0.20,,,,
216,02/28/2024 05:51:47,28.35,1.64,,,,
217,02/28/2024 05:56:47,28.35,6.57,,,,
218,02/28/2024 06:01:47,28.35,19.58,,,,
219,02/28/2024 06:06:47,28.40,47.02,,,,
220,02/28/2024 06:11:47,28.35,82.64,,,,
221,02/28/2024 06:16:47,28.27,130.36,,,,
222,02/28/2024 06:21:47,28.14,165.04,,,,
223,02/28/2024 06:26:47,28.05,225.44,,,,
224,02/28/2024 06:31:47,27.93,297.28,,,,
225,02/28/2024 06:36:47,27.93,374.88,,,,
226,02/28/2024 06:41:47,27.93,431.84,,,,
227,02/28/2024 06:46:47,27.84,843.52,,,,
228,02/28/2024 06:51:47,27.80,667.20,,,,
229,02/28/2024 06:56:47,27.84,1360.64,,,,
230,02/28/2024 07:01:47,27.84,1228.48,,,,
231,02/28/2024 07:06:47,27.80,1084.16,,,,
232,02/28/2024 07:11:47,27.84,1115.20,,,,
233,02/28/2024 07:16:47,27.97,1194.24,,,,
234,02/28/2024 07:21:47,28.31,5747.20,,,,
235,02/28/2024 07:26:47,28.31,1768.32,,,,
236,02/28/2024 07:31:47,28.83,11504.64,,,,
237,02/28/2024 07:36:47,28.87,13982.72,,,,
238,02/28/2024 07:41:47,29.17,16471.04,,,,
239,02/28/2024 07:46:47,29.26,17602.56,,,,
240,02/28/2024 07:51:47,29.47,17991.68,,,,
241,02/28/2024 07:56:47,29.43,8007.68,,,,
242,02/28/2024 08:01:47,29.30,3502.08,,,,
243,02/28/2024 08:06:47,29.04,5570.56,,,,
244,02/28/2024 08:11:47,28.78,2388.48,,,,
245,02/28/2024 08:16:47,28.83,1783.68,,,,
246,02/28/2024 08:21:47,28.83,1749.12,,,,
247,02/28/2024 08:26:47,29.13,4506.88,,,,
248,02/28/2024 08:31:47,29.47,6279.68,,,,
249,02/28/2024 08:36:47,29.34,1754.24,,,,
250,02/28/2024 08:41:47,29.56,5949.44,,,,
251,02/28/2024 08:46:47,30.24,13322.24,,,,
252,02/28/2024 08:51:47,29.81,12313.60,,,,
253,02/28/2024 08:56:47,30.07,4576.00,,,,
254,02/28/2024 09:01:47,29.98,4414.72,,,,
255,02/28/2024 09:06:47,30.16,2032.00,,,,
256,02/28/2024 09:11:47,30.33,2194.56,,,,
257,02/28/2024 09:16:47,30.59,10375.68,,,,
258,02/28/2024 09:21:47,30.63,2258.56,,,,
259,02/28/2024 09:26:47,30.93,3302.40,,,,
260,02/28/2024 09:31:47,31.57,7541.76,,,,
261,02/28/2024 09:36:47,31.23,2933.76,,,,
262,02/28/2024 09:41:47,32.86,28631.04,,,,
263,02/28/2024 09:46:47,32.34,9172.48,,,,
264,02/28/2024 09:51:47,36.29,57917.44,,,,
265,02/28/2024 09:56:47,39.08,58347.52,,,,
266,02/28/2024 10:01:47,41.22,58101.76,,,,
267,02/28/2024 10:06:47,42.34,57241.60,,,,
268,02/28/2024 10:11:47,43.41,56258.56,,,,
269,02/28/2024 10:16:47,44.44,55582.72,,,,
270,02/28/2024 10:21:47,45.30,55050.24,,,,
271,02/28/2024 10:26:47,45.30,54927.36,,,,
272,02/28/2024 10:31:47,45.00,54906.88,,,,
273,02/28/2024 10:36:47,44.70,55582.72,,,,
274,02/28/2024 10:41:47,45.51,56975.36,,,,
275,02/28/2024 10:46:47,45.00,58490.88,,,,
276,02/28/2024 10:51:47,44.31,58818.56,,,,
277,02/28/2024 10:56:47,44.66,55930.88,,,,
278,02/28/2024 11:01:47,44.53,51548.16,,,,
279,02/28/2024 11:06:47,44.83,47022.08,,,,
280,02/28/2024 11:11:47,44.87,43786.24,,,,
281,02/28/2024 11:16:47,44.53,41431.04,,,,
282,02/28/2024 11:21:47,44.61,38983.68,,,,
283,02/28/2024 11:26:47,44.53,36751.36,,,,
284,02/28/2024 11:31:47,43.67,36218.88,,,,
285,02/28/2024 11:36:47,43.50,31641.60,,,,
286,02/28/2024 11:41:47,43.11,31610.88,,,,
287,02/28/2024 11:46:47,42.85,30382.08,,,,
288,02/28/2024 11:51:47,41.57,21166.08,,,,
289,02/28/2024 11:56:47,37.84,14970.88,,,,
290,02/28/2024 12:01:47,36.89,17198.08,,,,
291,02/28/2024 12:06:47,36.76,7214.08,,,,
292,02/28/2024 12:11:47,36.29,4156.16,,,,
293,02/28/2024 12:16:47,36.12,4536.32,,,,
294,02/28/2024 12:21:47,36.63,4523.52,,,,
295,02/28/2024 12:26:47,36.89,3508.48,,,,
296,02/28/2024 12:31:47,36.98,3330.56,,,,
297,02/28/2024 12:36:47,37.49,3514.88,,,,
298,02/28/2024 12:41:47,37.66,3257.60,,,,
299,02/28/2024 12:46:47,38.05,1674.24,,,,
300,02/28/2024 12:51:47,38.01,2220.80,,,,
301,02/28/2024 12:56:47,37.62,1532.16,,,,
302,02/28/2024 13:01:47,37.45,2539.52,,,,
303,02/28/2024 13:06:47,37.06,1415.68,,,,
304,02/28/2024 13:11:47,36.76,1200.64,,,,
305,02/28/2024 13:16:47,36.63,1162.24,,,,
306,02/28/2024 13:21:47,36.68,1297.60,,,,
307,02/28/2024 13:26:47,36.59,1060.16,,,,
308,02/28/2024 13:31:47,36.46,1103.68,,,,
309,02/28/2024 13:36:47,36.42,1435.52,,,,
310,02/28/2024 13:41:47,36.33,1022.40,,,,
311,02/28/2024 13:46:47,36.29,923.20,,,,
312,02/28/2024 13:51:47,36.42,1000.32,,,,
313,02/28/2024 13:56:47,36.38,1262.40,,,,
314,02/28/2024 14:01:47,36.42,1459.20,,,,
315,02/28/2024 14:06:47,36.42,868.80,,,,
316,02/28/2024 14:11:47,36.46,801.60,,,,
317,02/28/2024 14:16:47,36.51,779.20,,,,
318,02/28/2024 14:21:47,36.42,766.08,,,,
319,02/28/2024 14:26:47,36.46,857.28,,,,
320,02/28/2024 14:31:47,36.51,905.92,,,,
321,02/28/2024 14:36:47,36.55,755.84,,,,
322,02/28/2024 14:41:47,36.59,1006.08,,,,
323,02/28/2024 14:46:47,36.51,712.96,,,,
324,02/28/2024 14:51:47,36.33,735.04,,,,
325,02/28/2024 14:56:47,36.21,580.64,,,,
326,02/28/2024 15:01:47,36.03,636.96,,,,
327,02/28/2024 15:06:47,35.82,526.08,,,,
328,02/28/2024 15:11:47,35.82,507.20,,,,
329,02/28/2024 15:16:47,35.73,526.88,,,,
330,02/28/2024 15:21:47,35.69,526.08,,,,
331,02/28/2024 15:26:47,35.73,530.88,,,,
332,02/28/2024 15:31:47,35.60,577.28,,,,
333,02/28/2024 15:36:47,35.48,495.68,,,,
334,02/28/2024 15:41:47,35.22,489.12,,,,
335,02/28/2024 15:46:47,35.35,467.68,,,,
336,02/28/2024 15:51:47,35.30,464.48,,,,
337,02/28/2024 15:56:47,35.39,462.40,,,,
338,02/28/2024 16:01:47,35.56,463.20,,,,
339,02/28/2024 16:06:47,35.69,460.16,,,,
340,02/28/2024 16:11:47,35.60,466.40,,,,
341,02/28/2024 16:16:47,35.69,454.40,,,,
342,02/28/2024 16:21:47,35.60,444.32,,,,
343,02/28/2024 16:26:47,35.39,505.44,,,,
344,02/28/2024 16:31:47,35.18,578.24,,,,
345,02/28/2024 16:36:47,35.00,451.84,,,,
346,02/28/2024 16:41:47,34.88,497.28,,,,
347,02/28/2024 16:46:47,34.79,463.36,,,,
348,02/28/2024 16:51:47,34.66,412.80,,,,
349,02/28/2024 16:56:47,34.62,445.12,,,,
350,02/28/2024 17:01:47,34.70,414.56,,,,
351,02/28/2024 17:06:47,34.75,389.60,,,,
352,02/28/2024 17:11:47,34.79,457.60,,,,
353,02/28/2024 17:16:47,34.79,389.60,,,,
354,02/28/2024 17:21:47,34.79,361.60,,,,
355,02/28/2024 17:26:47,34.70,341.60,,,,
356,02/28/2024 17:31:47,34.40,335.04,,,,
357,02/28/2024 17:36:47,34.15,314.56,,,,
358,02/28/2024 17:41:47,34.02,298.96,,,,
359,02/28/2024 17:46:47,33.80,277.36,,,,
360,02/28/2024 17:51:47,33.76,247.60,,,,
361,02/28/2024 17:56:47,33.76,221.92,,,,
362,02/28/2024 18:01:47,33.93,174.88,,,,
363,02/28/2024 18:06:47,34.10,132.12,,,,
364,02/28/2024 18:11:47,34.15,95.68,,,,
365,02/28/2024 18:16:47,33.97,61.02,,,,
366,02/28/2024 18:21:47,33.93,33.36,,,,
367,02/28/2024 18:26:47,33.89,13.57,,,,
368,02/28/2024 18:31:47,33.89,3.08,,,,
369,02/28/2024 18:36:47,33.85,0.61,,,,
370,02/28/2024 18:41:47,33.76,0.00,,,,
371,02/28/2024 18:46:47,33.67,0.00,,,,
372,02/28/2024 18:51:47,33.55,0.00,,,,
373,02/28/2024 18:56:47,33.55,0.00,,,,
374,02/28/2024 19:01:47,33.46,0.00,,,,
375,02/28/2024 19:06:47,33.46,0.00,,,,
376,02/28/2024 19:11:47,33.50,0.00,,,,
377,02/28/2024 19:16:47,33.37,0.00,,,,
378,02/28/2024 19:21:47,33.37,0.00,,,,
379,02/28/2024 19:26:47,33.29,0.00,,,,
380,02/28/2024 19:31:47,33.16,0.00,,,,
381,02/28/2024 19:36:47,33.25,0.00,,,,
382,02/28/2024 19:41:47,33.29,0.00,,,,
383,02/28/2024 19:46:47,33.20,0.00,,,,
384,02/28/2024 19:51:47,33.12,0.00,,,,
385,02/28/2024 19:56:47,32.99,0.00,,,,
386,02/28/2024 20:01:47,32.82,0.00,,,,
387,02/28/2024 20:06:47,32.69,0.00,,,,
388,02/28/2024 20:11:47,32.60,0.00,,,,
389,02/28/2024 20:16:47,32.52,0.00,,,,
390,02/28/2024 20:21:47,32.43,0.00,,,,
391,02/28/2024 20:26:47,32.34,0.00,,,,
392,02/28/2024 20:31:47,32.22,0.00,,,,
393,02/28/2024 20:36:47,32.13,0.00,,,,
394,02/28/2024 20:41:47,32.04,0.00,,,,
395,02/28/2024 20:46:47,31.96,0.00,,,,
396,02/28/2024 20:51:47,31.87,0.00,,,,
397,02/28/2024 20:56:47,31.83,0.00,,,,
398,02/28/2024 21:01:47,31.66,0.00,,,,
399,02/28/2024 21:06:47,31.53,0.00,,,,
400,02/28/2024 21:11:47,31.36,0.00,,,,
401,02/28/2024 21:16:47,31.14,0.00,,,,
402,02/28/2024 21:21:47,30.84,0.00,,,,
403,02/28/2024 21:26:47,30.63,0.00,,,,
404,02/28/2024 21:31:47,30.41,0.00,,,,
405,02/28/2024 21:36:47,30.33,0.00,,,,
406,02/28/2024 21:41:47,30.16,0.00,,,,
407,02/28/2024 21:46:47,30.07,0.00,,,,
408,02/28/2024 21:51:47,30.07,0.00,,,,
409,02/28/2024 21:56:47,30.07,0.00,,,,
410,02/28/2024 22:01:47,29.98,0.00,,,,
411,02/28/2024 22:06:47,29.94,0.00,,,,
412,02/28/2024 22:11:47,29.94,0.00,,,,
413,02/28/2024 22:16:47,29.90,0.00,,,,
414,02/28/2024 22:21:47,29.90,0.00,,,,
415,02/28/2024 22:26:47,29.86,0.00,,,,
416,02/28/2024 22:31:47,29.81,0.00,,,,
417,02/28/2024 22:36:47,29.43,0.00,,,,
418,02/28/2024 22:41:47,29.08,0.00,,,,
419,02/28/2024 22:46:47,28.74,0.00,,,,
420,02/28/2024 22:51:47,28.48,0.00,,,,
421,02/28/2024 22:56:47,28.44,0.00,,,,
422,02/28/2024 23:01:47,28.35,0.00,,,,
423,02/28/2024 23:06:47,28.35,0.00,,,,
424,02/28/2024 23:11:47,28.27,0.00,,,,
425,02/28/2024 23:16:47,28.18,0.00,,,,
426,02/28/2024 23:21:47,28.18,0.00,,,,
427,02/28/2024 23:26:47,28.10,0.00,,,,
428,02/28/2024 23:31:47,28.05,0.00,,,,
429,02/28/2024 23:36:47,28.05,0.00,,,,
430,02/28/2024 23:41:47,27.93,0.00,,,,
431,02/28/2024 23:46:47,27.88,0.00,,,,
432,02/28/2024 23:51:47,27.97,0.00,,,,
433,02/28/2024 23:56:47,28.05,0.00,,,,
434,02/29/2024 00:01:47,27.84,0.00,,,,
435,02/29/2024 00:06:47,27.80,0.00,,,,
436,02/29/2024 00:11:47,27.75,0.00,,,,
437,02/29/2024 00:16:47,27.71,0.00,,,,
438,02/29/2024 00:21:47,27.75,0.00,,,,
439,02/29/2024 00:26:47,27.67,0.20,,,,
440,02/29/2024 00:31:47,27.63,0.00,,,,
441,02/29/2024 00:36:47,27.63,0.00,,,,
442,02/29/2024 00:41:47,27.58,0.00,,,,
443,02/29/2024 00:46:47,27.45,0.00,,,,
444,02/29/2024 00:51:47,27.37,0.00,,,,
445,02/29/2024 00:56:47,27.28,0.00,,,,
446,02/29/2024 01:01:47,27.32,0.00,,,,
447,02/29/2024 01:06:47,27.24,0.00,,,,
448,02/29/2024 01:11:47,27.28,0.00,,,,
449,02/29/2024 01:16:47,27.20,0.00,,,,
450,02/29/2024 01:21:47,27.02,0.00,,,,
451,02/29/2024 01:26:47,27.11,0.00,,,,
452,02/29/2024 01:31:47,27.07,0.00,,,,
453,02/29/2024 01:36:47,26.98,0.00,,,,
454,02/29/2024 01:41:47,27.02,0.00,,,,
455,02/29/2024 01:46:47,27.20,0.00,,,,
456,02/29/2024 01:51:47,27.28,0.00,,,,
457,02/29/2024 01:56:47,28.05,0.00,,,,
458,02/29/2024 02:01:47,28.83,0.00,,,,
459,02/29/2024 02:06:47,29.64,0.00,,,,
460,02/29/2024 02:11:47,30.11,0.00,,,,
461,02/29/2024 02:16:47,30.37,0.00,,,,
462,02/29/2024 02:21:47,30.50,0.00,,,,
463,02/29/2024 02:26:47,30.59,0.00,,,,
464,02/29/2024 02:31:47,30.54,0.00,,,,
465,02/29/2024 02:36:47,30.46,0.00,,,,
466,02/29/2024 02:41:47,30.37,0.00,,,,
467,02/29/2024 02:46:47,30.37,0.00,,,,
468,02/29/2024 02:51:47,30.33,0.00,,,,
469,02/29/2024 02:56:47,30.20,0.00,,,,
470,02/29/2024 03:01:47,30.16,0.00,,,,
471,02/29/2024 03:06:47,30.07,0.00,,,,
472,02/29/2024 03:11:47,29.94,0.00,,,,
473,02/29/2024 03:16:47,29.90,0.00,,,,
474,02/29/2024 03:21:47,29.81,0.00,,,,
475,02/29/2024 03:26:47,29.90,0.00,,,,
476,02/29/2024 03:31:47,29.98,0.00,,,,
477,02/29/2024 03:36:47,30.07,0.00,,,,
478,02/29/2024 03:41:47,30.07,0.00,,,,
479,02/29/2024 03:46:47,30.11,0.00,,,,
480,02/29/2024 03:51:47,30.07,0.00,,,,
481,02/29/2024 03:56:47,30.07,0.00,,,,
482,02/29/2024 04:01:47,30.03,0.00,,,,
483,02/29/2024 04:06:47,29.98,0.00,,,,
484,02/29/2024 04:11:47,29.90,0.00,,,,
485,02/29/2024 04:16:47,29.86,0.00,,,,
486,02/29/2024 04:21:47,29.86,0.00,,,,
487,02/29/2024 04:26:47,29.77,0.00,,,,
488,02/29/2024 04:31:47,29.77,0.00,,,,
489,02/29/2024 04:36:47,29.81,0.00,,,,
490,02/29/2024 04:41:47,29.81,0.00,,,,
491,02/29/2024 04:46:47,29.77,0.00,,,,
492,02/29/2024 04:51:47,29.77,0.00,,,,
493,02/29/2024 04:56:47,29.73,0.00,,,,
494,02/29/2024 05:01:47,29.77,0.00,,,,
495,02/29/2024 05:06:47,29.77,0.00,,,,
496,02/29/2024 05:11:47,29.73,0.00,,,,
497,02/29/2024 05:16:47,29.73,0.00,,,,
498,02/29/2024 05:21:47,29.73,0.00,,,,
499,02/29/2024 05:26:47,29.73,0.00,,,,
500,02/29/2024 05:31:47,29.73,0.00,,,,
501,02/29/2024 05:36:47,29.68,0.00,,,,
502,02/29/2024 05:41:47,29.64,0.00,,,,
503,02/29/2024 05:46:47,29.60,0.00,,,,
504,02/29/2024 05:51:47,29.60,0.00,,,,
505,02/29/2024 05:56:47,29.64,0.82,,,,
506,02/29/2024 06:01:47,29.64,2.87,,,,
507,02/29/2024 06:06:47,29.60,7.59,,,,
508,02/29/2024 06:11:47,29.64,19.58,,,,
509,02/29/2024 06:16:47,29.68,37.52,,,,
510,02/29/2024 06:21:47,29.64,64.82,,,,
511,02/29/2024 06:26:47,29.73,90.12,,,,
512,02/29/2024 06:31:47,29.77,107.48,,,,
