#,Date-Time (Indonesia Standard Time),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,Low Power Warning,Safe Shut down Low Battery,Stopped,End of File
76,06/01/2024 13.56.00,32,30,0,00,,,,,,,
77,06/01/2024 14.01.00,32,34,0,00,,,,,,,
78,06/01/2024 14.06.00,32,39,0,00,,,,,,,
79,06/01/2024 14.11.00,32,43,0,00,,,,,,,
80,06/01/2024 14.16.00,32,52,0,00,,,,,,,
81,06/01/2024 14.21.00,32,60,0,00,,,,,,,
82,06/01/2024 14.26.00,32,60,0,00,,,,,,,
83,06/01/2024 14.31.00,32,73,0,00,,,,,,,
84,06/01/2024 14.36.00,32,73,0,00,,,,,,,
85,06/01/2024 14.41.00,32,77,0,00,,,,,,,
86,06/01/2024 14.46.00,32,82,0,00,,,,,,,
87,06/01/2024 14.51.00,32,82,0,00,,,,,,,
88,06/01/2024 14.56.00,32,90,0,00,,,,,,,
89,06/01/2024 15.01.00,32,99,0,00,,,,,,,
90,06/01/2024 15.06.00,32,99,0,00,,,,,,,
91,06/01/2024 15.11.00,33,07,0,00,,,,,,,
92,06/01/2024 15.16.00,33,12,0,00,,,,,,,
93,06/01/2024 15.21.00,33,16,0,00,,,,,,,
94,06/01/2024 15.26.00,33,12,0,00,,,,,,,
95,06/01/2024 15.31.00,33,16,0,00,,,,,,,
96,06/01/2024 15.36.00,33,16,0,00,,,,,,,
97,06/01/2024 15.41.00,33,16,0,00,,,,,,,
98,06/01/2024 15.46.00,33,16,0,00,,,,,,,
99,06/01/2024 15.51.00,33,20,0,00,,,,,,,
100,06/01/2024 15.56.00,33,20,0,00,,,,,,,
101,06/01/2024 16.01.00,33,20,0,00,,,,,,,
102,06/01/2024 16.06.00,33,20,0,00,,,,,,,
103,06/01/2024 16.11.00,33,16,0,00,,,,,,,
104,06/01/2024 16.16.00,33,20,0,00,,,,,,,
105,06/01/2024 16.21.00,33,16,0,00,,,,,,,
106,06/01/2024 16.26.00,33,16,0,00,,,,,,,
107,06/01/2024 16.31.00,33,20,0,00,,,,,,,
108,06/01/2024 16.36.00,33,16,0,00,,,,,,,
109,06/01/2024 16.41.00,33,12,0,00,,,,,,,
110,06/01/2024 16.46.00,33,07,0,00,,,,,,,
111,06/01/2024 16.51.00,33,07,0,00,,,,,,,
112,06/01/2024 16.56.00,33,07,0,00,,,,,,,
113,06/01/2024 17.01.00,33,07,0,00,,,,,,,
114,06/01/2024 17.06.00,33,07,0,00,,,,,,,
115,06/01/2024 17.11.00,33,03,0,00,,,,,,,
116,06/01/2024 17.16.00,32,99,0,00,,,,,,,
117,06/01/2024 17.21.00,32,99,0,00,,,,,,,
118,06/01/2024 17.26.00,32,99,0,00,,,,,,,
119,06/01/2024 17.31.00,32,94,0,00,,,,,,,
120,06/01/2024 17.36.00,32,90,0,00,,,,,,,
121,06/01/2024 17.41.00,32,86,0,00,,,,,,,
122,06/01/2024 17.46.00,32,82,0,00,,,,,,,
123,06/01/2024 17.51.00,32,82,0,00,,,,,,,
124,06/01/2024 17.56.00,32,82,0,00,,,,,,,
125,06/01/2024 18.01.00,32,73,0,00,,,,,,,
126,06/01/2024 18.06.00,32,73,0,00,,,,,,,
127,06/01/2024 18.11.00,32,69,0,00,,,,,,,
128,06/01/2024 18.16.00,32,64,0,00,,,,,,,
129,06/01/2024 18.21.00,32,60,0,00,,,,,,,
130,06/01/2024 18.26.00,32,64,0,00,,,,,,,
131,06/01/2024 18.31.00,32,60,0,00,,,,,,,
132,06/01/2024 18.36.00,32,52,0,00,,,,,,,
133,06/01/2024 18.41.00,32,52,0,00,,,,,,,
134,06/01/2024 18.46.00,32,43,0,00,,,,,,,
135,06/01/2024 18.51.00,32,39,0,00,,,,,,,
136,06/01/2024 18.56.00,32,34,0,00,,,,,,,
137,06/01/2024 19.01.00,32,34,0,00,,,,,,,
138,06/01/2024 19.06.00,32,30,0,00,,,,,,,
139,06/01/2024 19.11.00,32,22,0,00,,,,,,,
140,06/01/2024 19.16.00,32,13,0,00,,,,,,,
141,06/01/2024 19.21.00,32,04,0,00,,,,,,,
142,06/01/2024 19.26.00,32,04,0,00,,,,,,,
143,06/01/2024 19.31.00,31,96,0,00,,,,,,,
144,06/01/2024 19.36.00,31,92,0,00,,,,,,,
145,06/01/2024 19.41.00,31,87,0,00,,,,,,,
146,06/01/2024 19.46.00,31,87,0,00,,,,,,,
147,06/01/2024 19.51.00,31,79,0,00,,,,,,,
148,06/01/2024 19.56.00,31,70,0,00,,,,,,,
149,06/01/2024 20.01.00,31,70,0,00,,,,,,,
150,06/01/2024 20.06.00,31,66,0,00,,,,,,,
151,06/01/2024 20.11.00,31,61,0,00,,,,,,,
152,06/01/2024 20.16.00,31,53,0,00,,,,,,,
153,06/01/2024 20.21.00,31,53,0,00,,,,,,,
154,06/01/2024 20.26.00,31,44,0,00,,,,,,,
155,06/01/2024 20.31.00,31,44,0,00,,,,,,,
156,06/01/2024 20.36.00,31,40,0,00,,,,,,,
157,06/01/2024 20.41.00,31,36,0,00,,,,,,,
158,06/01/2024 20.46.00,31,31,0,00,,,,,,,
159,06/01/2024 20.51.00,31,27,0,00,,,,,,,
160,06/01/2024 20.56.00,31,23,0,00,,,,,,,
161,06/01/2024 21.01.00,31,19,0,00,,,,,,,
162,06/01/2024 21.06.00,31,14,0,00,,,,,,,
163,06/01/2024 21.11.00,31,10,0,00,,,,,,,
164,06/01/2024 21.16.00,31,06,0,00,,,,,,,
165,06/01/2024 21.21.00,30,97,0,00,,,,,,,
166,06/01/2024 21.26.00,30,93,0,00,,,,,,,
167,06/01/2024 21.31.00,30,89,0,00,,,,,,,
168,06/01/2024 21.36.00,30,80,0,00,,,,,,,
169,06/01/2024 21.41.00,30,80,0,00,,,,,,,
170,06/01/2024 21.46.00,30,71,0,00,,,,,,,
171,06/01/2024 21.51.00,30,63,0,00,,,,,,,
172,06/01/2024 21.56.00,30,63,0,00,,,,,,,
173,06/01/2024 22.01.00,30,59,0,00,,,,,,,
174,06/01/2024 22.06.00,30,54,0,00,,,,,,,
175,06/01/2024 22.11.00,30,50,0,00,,,,,,,
176,06/01/2024 22.16.00,30,46,0,00,,,,,,,
177,06/01/2024 22.21.00,30,41,0,00,,,,,,,
178,06/01/2024 22.26.00,30,41,0,00,,,,,,,
179,06/01/2024 22.31.00,30,37,0,00,,,,,,,
180,06/01/2024 22.36.00,30,33,0,00,,,,,,,
181,06/01/2024 22.41.00,30,28,0,00,,,,,,,
182,06/01/2024 22.46.00,30,28,0,00,,,,,,,
183,06/01/2024 22.51.00,30,24,0,00,,,,,,,
184,06/01/2024 22.56.00,30,20,0,00,,,,,,,
185,06/01/2024 23.01.00,30,20,0,00,,,,,,,
186,06/01/2024 23.06.00,30,20,0,00,,,,,,,
187,06/01/2024 23.11.00,30,16,0,00,,,,,,,
188,06/01/2024 23.16.00,30,07,0,00,,,,,,,
189,06/01/2024 23.21.00,30,11,0,00,,,,,,,
190,06/01/2024 23.26.00,30,07,0,00,,,,,,,
191,06/01/2024 23.31.00,30,07,0,00,,,,,,,
192,06/01/2024 23.36.00,30,03,0,00,,,,,,,
193,06/01/2024 23.41.00,30,03,0,00,,,,,,,
194,06/01/2024 23.46.00,29,98,0,00,,,,,,,
195,06/01/2024 23.51.00,29,98,0,00,,,,,,,
196,06/01/2024 23.56.00,30,03,0,00,,,,,,,
197,06/02/2024 00.01.00,29,94,0,00,,,,,,,
198,06/02/2024 00.06.00,29,94,0,00,,,,,,,
199,06/02/2024 00.11.00,29,90,0,00,,,,,,,
200,06/02/2024 00.16.00,29,90,0,00,,,,,,,
201,06/02/2024 00.21.00,29,86,0,00,,,,,,,
202,06/02/2024 00.26.00,29,86,0,00,,,,,,,
203,06/02/2024 00.31.00,29,81,0,00,,,,,,,
204,06/02/2024 00.36.00,29,86,0,00,,,,,,,
205,06/02/2024 00.41.00,29,81,0,00,,,,,,,
206,06/02/2024 00.46.00,29,77,0,00,,,,,,,
207,06/02/2024 00.51.00,29,77,0,00,,,,,,,
208,06/02/2024 00.56.00,29,73,0,00,,,,,,,
209,06/02/2024 01.01.00,29,73,0,00,,,,,,,
210,06/02/2024 01.06.00,29,77,0,00,,,,,,,
211,06/02/2024 01.11.00,29,73,0,00,,,,,,,
212,06/02/2024 01.16.00,29,68,0,00,,,,,,,
213,06/02/2024 01.21.00,29,64,0,00,,,,,,,
214,06/02/2024 01.26.00,29,60,0,00,,,,,,,
215,06/02/2024 01.31.00,29,64,0,00,,,,,,,
216,06/02/2024 01.36.00,29,60,0,00,,,,,,,
217,06/02/2024 01.41.00,29,60,0,00,,,,,,,
218,06/02/2024 01.46.00,29,56,0,00,,,,,,,
219,06/02/2024 01.51.00,29,60,0,00,,,,,,,
220,06/02/2024 01.56.00,29,56,0,00,,,,,,,
221,06/02/2024 02.01.00,29,60,0,00,,,,,,,
222,06/02/2024 02.06.00,29,51,0,00,,,,,,,
223,06/02/2024 02.11.00,29,51,0,00,,,,,,,
224,06/02/2024 02.16.00,29,47,0,00,,,,,,,
225,06/02/2024 02.21.00,29,51,0,00,,,,,,,
226,06/02/2024 02.26.00,29,47,0,00,,,,,,,
227,06/02/2024 02.31.00,29,51,0,00,,,,,,,
228,06/02/2024 02.36.00,29,43,0,00,,,,,,,
229,06/02/2024 02.41.00,29,43,0,00,,,,,,,
230,06/02/2024 02.46.00,29,47,0,00,,,,,,,
231,06/02/2024 02.51.00,29,43,0,00,,,,,,,
232,06/02/2024 02.56.00,29,43,0,00,,,,,,,
233,06/02/2024 03.01.00,29,43,0,00,,,,,,,
234,06/02/2024 03.06.00,29,38,0,00,,,,,,,
235,06/02/2024 03.11.00,29,34,0,00,,,,,,,
236,06/02/2024 03.16.00,29,34,0,00,,,,,,,
237,06/02/2024 03.21.00,29,34,0,00,,,,,,,
238,06/02/2024 03.26.00,29,38,0,00,,,,,,,
239,06/02/2024 03.31.00,29,34,0,00,,,,,,,
240,06/02/2024 03.36.00,29,34,0,00,,,,,,,
241,06/02/2024 03.41.00,29,30,0,00,,,,,,,
242,06/02/2024 03.46.00,29,34,0,00,,,,,,,
243,06/02/2024 03.51.00,29,30,0,00,,,,,,,
244,06/02/2024 03.56.00,29,26,0,00,,,,,,,
245,06/02/2024 04.01.00,29,26,0,00,,,,,,,
246,06/02/2024 04.06.00,29,26,0,00,,,,,,,
247,06/02/2024 04.11.00,29,21,0,00,,,,,,,
248,06/02/2024 04.16.00,29,26,0,00,,,,,,,
249,06/02/2024 04.21.00,29,26,0,00,,,,,,,
250,06/02/2024 04.26.00,29,21,0,00,,,,,,,
251,06/02/2024 04.31.00,29,17,0,00,,,,,,,
252,06/02/2024 04.36.00,29,17,0,00,,,,,,,
253,06/02/2024 04.41.00,29,17,0,00,,,,,,,
254,06/02/2024 04.46.00,29,17,0,00,,,,,,,
255,06/02/2024 04.51.00,29,17,0,00,,,,,,,
256,06/02/2024 04.56.00,29,17,0,00,,,,,,,
257,06/02/2024 05.01.00,29,13,0,00,,,,,,,
258,06/02/2024 05.06.00,29,08,0,00,,,,,,,
259,06/02/2024 05.11.00,29,13,0,00,,,,,,,
260,06/02/2024 05.16.00,29,08,0,00,,,,,,,
261,06/02/2024 05.21.00,29,04,0,00,,,,,,,
262,06/02/2024 05.26.00,29,04,0,00,,,,,,,
263,06/02/2024 05.31.00,29,04,0,00,,,,,,,
264,06/02/2024 05.36.00,29,00,0,00,,,,,,,
265,06/02/2024 05.41.00,29,04,0,00,,,,,,,
266,06/02/2024 05.46.00,29,00,0,00,,,,,,,
267,06/02/2024 05.51.00,29,04,0,00,,,,,,,
268,06/02/2024 05.56.00,29,00,0,00,,,,,,,
269,06/02/2024 06.01.00,29,00,0,00,,,,,,,
270,06/02/2024 06.06.00,29,00,0,00,,,,,,,
271,06/02/2024 06.11.00,28,95,0,00,,,,,,,
272,06/02/2024 06.16.00,28,95,0,00,,,,,,,
273,06/02/2024 06.21.00,28,95,0,00,,,,,,,
274,06/02/2024 06.26.00,28,95,0,00,,,,,,,
275,06/02/2024 06.31.00,28,95,0,00,,,,,,,
276,06/02/2024 06.36.00,28,95,0,00,,,,,,,
277,06/02/2024 06.41.00,28,91,0,00,,,,,,,
278,06/02/2024 06.46.00,28,95,0,00,,,,,,,
279,06/02/2024 06.51.00,28,91,0,00,,,,,,,
280,06/02/2024 06.56.00,28,91,0,00,,,,,,,
281,06/02/2024 07.01.00,28,95,0,00,,,,,,,
282,06/02/2024 07.06.00,28,91,0,00,,,,,,,
283,06/02/2024 07.11.00,28,91,0,00,,,,,,,
284,06/02/2024 07.16.00,28,95,0,00,,,,,,,
285,06/02/2024 07.21.00,28,91,0,00,,,,,,,
286,06/02/2024 07.26.00,28,91,0,00,,,,,,,
287,06/02/2024 07.31.00,28,91,0,00,,,,,,,
288,06/02/2024 07.36.00,28,91,0,00,,,,,,,
289,06/02/2024 07.41.00,28,91,0,00,,,,,,,
290,06/02/2024 07.46.00,28,91,0,00,,,,,,,
291,06/02/2024 07.51.00,28,95,0,00,,,,,,,
292,06/02/2024 07.56.00,28,95,0,00,,,,,,,
293,06/02/2024 08.01.00,28,95,0,00,,,,,,,
294,06/02/2024 08.06.00,28,95,0,00,,,,,,,
295,06/02/2024 08.11.00,28,95,0,00,,,,,,,
296,06/02/2024 08.16.00,28,95,0,00,,,,,,,
297,06/02/2024 08.21.00,28,95,0,00,,,,,,,
298,06/02/2024 08.26.00,29,00,0,00,,,,,,,
299,06/02/2024 08.31.00,28,95,0,00,,,,,,,
300,06/02/2024 08.36.00,29,00,0,00,,,,,,,
301,06/02/2024 08.41.00,29,00,0,00,,,,,,,
302,06/02/2024 08.46.00,29,00,0,00,,,,,,,
303,06/02/2024 08.51.00,29,00,0,00,,,,,,,
304,06/02/2024 08.56.00,29,00,0,00,,,,,,,
305,06/02/2024 09.01.00,29,04,0,00,,,,,,,
306,06/02/2024 09.06.00,29,00,0,00,,,,,,,
307,06/02/2024 09.11.00,29,00,0,00,,,,,,,
308,06/02/2024 09.16.00,29,04,0,00,,,,,,,
309,06/02/2024 09.21.00,29,04,0,00,,,,,,,
310,06/02/2024 09.26.00,29,04,0,00,,,,,,,
311,06/02/2024 09.31.00,29,04,0,00,,,,,,,
312,06/02/2024 09.36.00,29,00,0,00,,,,,,,
313,06/02/2024 09.41.00,28,95,0,00,,,,,,,
314,06/02/2024 09.46.00,29,00,0,00,,,,,,,
315,06/02/2024 09.51.00,29,00,0,00,,,,,,,
316,06/02/2024 09.56.00,29,00,0,00,,,,,,,
317,06/02/2024 10.01.00,29,00,0,00,,,,,,,
318,06/02/2024 10.06.00,29,00,0,00,,,,,,,
319,06/02/2024 10.11.00,29,04,0,00,,,,,,,
320,06/02/2024 10.16.00,29,00,0,00,,,,,,,
321,06/02/2024 10.21.00,29,04,0,00,,,,,,,
322,06/02/2024 10.26.00,29,04,0,00,,,,,,,
323,06/02/2024 10.31.00,29,04,0,00,,,,,,,
324,06/02/2024 10.36.00,29,04,0,00,,,,,,,
325,06/02/2024 10.41.00,29,04,0,00,,,,,,,
326,06/02/2024 10.46.00,29,04,0,00,,,,,,,
327,06/02/2024 10.51.00,29,04,0,00,,,,,,,
328,06/02/2024 10.56.00,29,08,0,00,,,,,,,
329,06/02/2024 11.01.00,29,08,0,00,,,,,,,
330,06/02/2024 11.06.00,29,04,0,00,,,,,,,
331,06/02/2024 11.11.00,29,08,0,00,,,,,,,
332,06/02/2024 11.16.00,29,08,0,00,,,,,,,
333,06/02/2024 11.21.00,29,08,0,00,,,,,,,
334,06/02/2024 11.26.00,29,08,0,00,,,,,,,
335,06/02/2024 11.31.00,29,13,0,00,,,,,,,
336,06/02/2024 11.36.00,29,13,0,00,,,,,,,
337,06/02/2024 11.41.00,29,08,0,00,,,,,,,
338,06/02/2024 11.46.00,29,17,0,00,,,,,,,
339,06/02/2024 11.51.00,29,13,0,00,,,,,,,
340,06/02/2024 11.56.00,29,13,0,00,,,,,,,
341,06/02/2024 12.01.00,29,17,0,00,,,,,,,
342,06/02/2024 12.06.00,29,21,0,00,,,,,,,
343,06/02/2024 12.11.00,29,21,0,00,,,,,,,
344,06/02/2024 12.16.00,29,21,0,00,,,,,,,
345,06/02/2024 12.21.00,29,26,0,00,,,,,,,
346,06/02/2024 12.26.00,29,30,0,00,,,,,,,
347,06/02/2024 12.31.00,29,30,0,00,,,,,,,
348,06/02/2024 12.36.00,29,30,0,00,,,,,,,
349,06/02/2024 12.41.00,29,34,0,00,,,,,,,
350,06/02/2024 12.46.00,29,34,0,00,,,,,,,
351,06/02/2024 12.51.00,29,34,0,00,,,,,,,
352,06/02/2024 12.56.00,29,38,0,00,,,,,,,
353,06/02/2024 13.01.00,29,43,0,00,,,,,,,
354,06/02/2024 13.06.00,29,43,0,00,,,,,,,
355,06/02/2024 13.11.00,29,43,0,00,,,,,,,
356,06/02/2024 13.16.00,29,47,0,00,,,,,,,
357,06/02/2024 13.21.00,29,47,0,00,,,,,,,
358,06/02/2024 13.26.00,29,47,0,00,,,,,,,
359,06/02/2024 13.31.00,29,51,0,00,,,,,,,
360,06/02/2024 13.36.00,29,47,0,00,,,,,,,
361,06/02/2024 13.41.00,29,51,0,00,,,,,,,
362,06/02/2024 13.46.00,29,51,0,00,,,,,,,
363,06/02/2024 13.51.00,29,51,0,00,,,,,,,
364,06/02/2024 13.56.00,29,51,0,00,,,,,,,
365,06/02/2024 14.01.00,29,51,0,00,,,,,,,
366,06/02/2024 14.06.00,29,56,0,00,,,,,,,
367,06/02/2024 14.11.00,29,56,0,00,,,,,,,
368,06/02/2024 14.16.00,29,56,0,00,,,,,,,
369,06/02/2024 14.21.00,29,56,0,00,,,,,,,
370,06/02/2024 14.26.00,29,60,0,00,,,,,,,
371,06/02/2024 14.31.00,29,51,0,00,,,,,,,
372,06/02/2024 14.36.00,29,60,0,00,,,,,,,
373,06/02/2024 14.41.00,29,56,0,00,,,,,,,
374,06/02/2024 14.46.00,29,60,0,00,,,,,,,
375,06/02/2024 14.51.00,29,60,0,00,,,,,,,
376,06/02/2024 14.56.00,29,60,0,00,,,,,,,
377,06/02/2024 15.01.00,29,56,0,00,,,,,,,
378,06/02/2024 15.06.00,29,60,0,00,,,,,,,
379,06/02/2024 15.11.00,29,60,0,00,,,,,,,
380,06/02/2024 15.16.00,29,56,0,00,,,,,,,
381,06/02/2024 15.21.00,29,56,0,00,,,,,,,
382,06/02/2024 15.26.00,29,60,0,00,,,,,,,
383,06/02/2024 15.31.00,29,56,0,00,,,,,,,
384,06/02/2024 15.36.00,29,60,0,00,,,,,,,
385,06/02/2024 15.41.00,29,60,0,00,,,,,,,
386,06/02/2024 15.46.00,29,56,0,00,,,,,,,
387,06/02/2024 15.51.00,29,60,0,00,,,,,,,
388,06/02/2024 15.56.00,29,60,0,00,,,,,,,
389,06/02/2024 16.01.00,29,60,0,00,,,,,,,
390,06/02/2024 16.06.00,29,60,0,00,,,,,,,
391,06/02/2024 16.11.00,29,60,0,00,,,,,,,
392,06/02/2024 16.16.00,29,56,0,00,,,,,,,
393,06/02/2024 16.21.00,29,56,0,00,,,,,,,
394,06/02/2024 16.26.00,29,60,0,00,,,,,,,
395,06/02/2024 16.31.00,29,60,0,00,,,,,,,
396,06/02/2024 16.36.00,29,56,0,00,,,,,,,
397,06/02/2024 16.41.00,29,60,0,00,,,,,,,
398,06/02/2024 16.46.00,29,56,0,00,,,,,,,
399,06/02/2024 16.51.00,29,60,0,00,,,,,,,
400,06/02/2024 16.56.00,29,56,0,00,,,,,,,
401,06/02/2024 17.01.00,29,56,0,00,,,,,,,
402,06/02/2024 17.06.00,29,60,0,00,,,,,,,
403,06/02/2024 17.11.00,29,64,0,00,,,,,,,
404,06/02/2024 17.16.00,29,60,0,00,,,,,,,
405,06/02/2024 17.21.00,29,64,0,00,,,,,,,
406,06/02/2024 17.26.00,29,60,0,00,,,,,,,
407,06/02/2024 17.31.00,29,56,0,00,,,,,,,
408,06/02/2024 17.36.00,29,56,0,00,,,,,,,
409,06/02/2024 17.41.00,29,56,0,00,,,,,,,
410,06/02/2024 17.46.00,29,56,0,00,,,,,,,
411,06/02/2024 17.51.00,29,51,0,00,,,,,,,
412,06/02/2024 17.56.00,29,56,0,00,,,,,,,
413,06/02/2024 18.01.00,29,56,0,00,,,,,,,
414,06/02/2024 18.06.00,29,56,0,00,,,,,,,
415,06/02/2024 18.11.00,29,56,0,00,,,,,,,
416,06/02/2024 18.16.00,29,56,0,00,,,,,,,
417,06/02/2024 18.21.00,29,56,0,00,,,,,,,
418,06/02/2024 18.26.00,29,47,0,00,,,,,,,
419,06/02/2024 18.31.00,29,51,0,00,,,,,,,
420,06/02/2024 18.36.00,29,51,0,00,,,,,,,
421,06/02/2024 18.41.00,29,51,0,00,,,,,,,
422,06/02/2024 18.46.00,29,47,0,00,,,,,,,
423,06/02/2024 18.51.00,29,47,0,00,,,,,,,
424,06/02/2024 18.56.00,29,51,0,00,,,,,,,
425,06/02/2024 19.01.00,29,47,0,00,,,,,,,
426,06/02/2024 19.06.00,29,47,0,00,,,,,,,
427,06/02/2024 19.11.00,29,47,0,00,,,,,,,
428,06/02/2024 19.16.00,29,43,0,00,,,,,,,
429,06/02/2024 19.21.00,29,43,0,00,,,,,,,
430,06/02/2024 19.26.00,29,43,0,00,,,,,,,
431,06/02/2024 19.31.00,29,38,0,00,,,,,,,
432,06/02/2024 19.36.00,29,38,0,00,,,,,,,
433,06/02/2024 19.41.00,29,38,0,00,,,,,,,
434,06/02/2024 19.46.00,29,38,0,00,,,,,,,
435,06/02/2024 19.51.00,29,38,0,00,,,,,,,
436,06/02/2024 19.56.00,29,34,0,00,,,,,,,
437,06/02/2024 20.01.00,29,30,0,00,,,,,,,
438,06/02/2024 20.06.00,29,34,0,00,,,,,,,
439,06/02/2024 20.11.00,29,30,0,00,,,,,,,
440,06/02/2024 20.16.00,29,26,0,00,,,,,,,
441,06/02/2024 20.21.00,29,26,0,00,,,,,,,
442,06/02/2024 20.26.00,29,21,0,00,,,,,,,
443,06/02/2024 20.31.00,29,21,0,00,,,,,,,
444,06/02/2024 20.36.00,29,21,0,00,,,,,,,
445,06/02/2024 20.41.00,29,26,0,00,,,,,,,
446,06/02/2024 20.46.00,29,17,0,00,,,,,,,
447,06/02/2024 20.51.00,29,21,0,00,,,,,,,
448,06/02/2024 20.56.00,29,17,0,00,,,,,,,
449,06/02/2024 21.01.00,29,17,0,00,,,,,,,
450,06/02/2024 21.06.00,29,13,0,00,,,,,,,
451,06/02/2024 21.11.00,29,17,0,00,,,,,,,
452,06/02/2024 21.16.00,29,17,0,00,,,,,,,
453,06/02/2024 21.21.00,29,08,0,00,,,,,,,
454,06/02/2024 21.26.00,29,13,0,00,,,,,,,
455,06/02/2024 21.31.00,29,08,0,00,,,,,,,
456,06/02/2024 21.36.00,29,04,0,00,,,,,,,
457,06/02/2024 21.41.00,29,08,0,00,,,,,,,
458,06/02/2024 21.46.00,29,04,0,00,,,,,,,
459,06/02/2024 21.51.00,29,00,0,00,,,,,,,
460,06/02/2024 21.56.00,29,00,0,00,,,,,,,
461,06/02/2024 22.01.00,28,95,0,00,,,,,,,
