#,Date-Time (Indonesia Standard Time),Temperature   (°C),Light   (lux),Button Down,Button Up,Host Connected,End of File
5174,08/19/2024 07.46.07,25,99,619,04,,,,
5175,08/19/2024 07.51.07,26,12,1434,88,,,,
5176,08/19/2024 07.56.07,26,21,2764,80,,,,
5177,08/19/2024 08.01.07,26,12,3507,20,,,,
5178,08/19/2024 08.06.07,26,08,3577,60,,,,
5179,08/19/2024 08.11.07,26,08,3584,00,,,,
5180,08/19/2024 08.16.07,26,08,3773,44,,,,
5181,08/19/2024 08.21.07,26,04,4080,64,,,,
5182,08/19/2024 08.26.07,26,08,4280,32,,,,
5183,08/19/2024 08.31.07,26,08,4014,08,,,,
5184,08/19/2024 08.36.07,26,12,3793,92,,,,
5185,08/19/2024 08.41.07,26,08,4087,04,,,,
5186,08/19/2024 08.46.07,26,12,2919,68,,,,
5187,08/19/2024 08.51.07,26,12,3162,88,,,,
5188,08/19/2024 08.56.07,26,08,2220,16,,,,
5189,08/19/2024 09.01.07,25,99,1845,12,,,,
5190,08/19/2024 09.06.07,26,04,1715,84,,,,
5191,08/19/2024 09.11.07,25,99,1131,52,,,,
5192,08/19/2024 09.16.07,25,95,951,04,,,,
5193,08/19/2024 09.21.07,25,95,1548,16,,,,
5194,08/19/2024 09.26.07,25,99,1026,56,,,,
5195,08/19/2024 09.31.07,26,12,1660,80,,,,
5196,08/19/2024 09.36.07,26,12,1508,48,,,,
5197,08/19/2024 09.41.07,26,12,960,00,,,,
5198,08/19/2024 09.46.07,26,17,850,56,,,,
5199,08/19/2024 09.51.07,26,25,960,00,,,,
5200,08/19/2024 09.56.07,26,25,905,28,,,,
5201,08/19/2024 10.01.07,26,38,844,80,,,,
5202,08/19/2024 10.06.07,26,42,1078,40,,,,
5203,08/19/2024 10.11.07,26,47,945,28,,,,
5204,08/19/2024 10.16.07,26,60,2496,00,,,,
5205,08/19/2024 10.21.07,26,81,2840,32,,,,
5206,08/19/2024 10.26.07,26,90,2938,88,,,,
5207,08/19/2024 10.31.07,27,11,2900,48,,,,
5208,08/19/2024 10.36.07,27,41,2263,04,,,,
5209,08/19/2024 10.41.07,27,45,2795,52,,,,
5210,08/19/2024 10.46.07,27,37,2723,84,,,,
5211,08/19/2024 10.51.07,27,11,2617,60,,,,
5212,08/19/2024 10.56.07,27,02,2653,44,,,,
5213,08/19/2024 11.01.07,26,85,2053,12,,,,
5214,08/19/2024 11.06.07,26,85,2640,64,,,,
5215,08/19/2024 11.11.07,27,02,2679,04,,,,
5216,08/19/2024 11.16.07,27,24,2667,52,,,,
5217,08/19/2024 11.21.07,27,32,2640,64,,,,
5218,08/19/2024 11.26.07,27,58,2640,64,,,,
5219,08/19/2024 11.31.07,28,05,2612,48,,,,
5220,08/19/2024 11.36.07,28,31,2609,28,,,,
5221,08/19/2024 11.41.07,28,57,2653,44,,,,
5222,08/19/2024 11.46.07,28,65,2725,12,,,,
5223,08/19/2024 11.51.07,28,70,2752,00,,,,
5224,08/19/2024 11.56.07,28,70,2735,36,,,,
5225,08/19/2024 12.01.07,28,70,2685,44,,,,
5226,08/19/2024 12.06.07,28,78,2537,60,,,,
5227,08/19/2024 12.11.07,28,87,2424,32,,,,
5228,08/19/2024 12.16.07,28,91,2501,12,,,,
5229,08/19/2024 12.21.07,28,91,1382,40,,,,
5230,08/19/2024 12.26.07,28,95,2705,92,,,,
5231,08/19/2024 12.31.07,29,00,1760,64,,,,
5232,08/19/2024 12.36.07,29,08,1882,24,,,,
5233,08/19/2024 12.41.07,29,17,1599,36,,,,
5234,08/19/2024 12.46.07,29,34,1298,88,,,,
5235,08/19/2024 12.51.07,29,60,1813,76,,,,
5236,08/19/2024 12.56.07,29,73,1840,64,,,,
5237,08/19/2024 13.01.07,29,51,1757,44,,,,
5238,08/19/2024 13.06.07,29,47,1733,76,,,,
5239,08/19/2024 13.11.07,29,51,1744,00,,,,
5240,08/19/2024 13.16.07,29,30,1689,60,,,,
5241,08/19/2024 13.21.07,29,60,1768,96,,,,
5242,08/19/2024 13.26.07,29,30,992,64,,,,
5243,08/19/2024 13.31.07,29,34,1126,72,,,,
5244,08/19/2024 13.36.07,29,21,1338,88,,,,
5245,08/19/2024 13.41.07,29,43,1382,40,,,,
5246,08/19/2024 13.46.07,29,17,1203,84,,,,
5247,08/19/2024 13.51.07,29,00,1192,32,,,,
5248,08/19/2024 13.56.07,29,00,1274,56,,,,
5249,08/19/2024 14.01.07,29,04,1353,60,,,,
5250,08/19/2024 14.06.07,29,08,1229,76,,,,
5251,08/19/2024 14.11.07,29,30,1200,64,,,,
5252,08/19/2024 14.16.07,29,34,1220,48,,,,
5253,08/19/2024 14.21.07,29,43,1203,84,,,,
5254,08/19/2024 14.26.07,29,34,1208,96,,,,
5255,08/19/2024 14.31.07,29,43,1192,32,,,,
5256,08/19/2024 14.36.07,29,47,1134,08,,,,
5257,08/19/2024 14.41.07,29,43,1085,12,,,,
5258,08/19/2024 14.46.07,29,17,1046,72,,,,
5259,08/19/2024 14.51.07,29,17,1049,92,,,,
5260,08/19/2024 14.56.07,29,17,1086,72,,,,
5261,08/19/2024 15.01.07,29,17,976,00,,,,
5262,08/19/2024 15.06.07,29,21,873,60,,,,
5263,08/19/2024 15.11.07,29,04,892,80,,,,
5264,08/19/2024 15.16.07,29,08,966,72,,,,
5265,08/19/2024 15.21.07,29,08,914,24,,,,
5266,08/19/2024 15.26.07,29,08,764,16,,,,
5267,08/19/2024 15.31.07,28,83,599,52,,,,
5268,08/19/2024 15.36.07,28,83,624,48,,,,
5269,08/19/2024 15.41.07,28,61,557,12,,,,
5270,08/19/2024 15.46.07,28,61,672,64,,,,
5271,08/19/2024 15.51.07,28,57,582,88,,,,
5272,08/19/2024 15.56.07,28,57,527,84,,,,
5273,08/19/2024 16.01.07,28,53,464,48,,,,
5274,08/19/2024 16.06.07,28,57,542,56,,,,
5275,08/19/2024 16.11.07,28,48,522,08,,,,
5276,08/19/2024 16.16.07,28,40,449,44,,,,
5277,08/19/2024 16.21.07,28,31,511,20,,,,
5278,08/19/2024 16.26.07,28,23,494,56,,,,
5279,08/19/2024 16.31.07,28,23,474,24,,,,
5280,08/19/2024 16.36.07,28,27,454,08,,,,
5281,08/19/2024 16.41.07,28,27,454,88,,,,
5282,08/19/2024 16.46.07,28,18,508,00,,,,
5283,08/19/2024 16.51.07,28,18,489,28,,,,
5284,08/19/2024 16.56.07,28,31,476,80,,,,
5285,08/19/2024 17.01.07,28,18,416,48,,,,
5286,08/19/2024 17.06.07,28,14,396,80,,,,
5287,08/19/2024 17.11.07,28,05,361,76,,,,
5288,08/19/2024 17.16.07,27,93,328,16,,,,
5289,08/19/2024 17.21.07,27,84,268,56,,,,
5290,08/19/2024 17.26.07,27,71,211,36,,,,
5291,08/19/2024 17.31.07,27,58,177,76,,,,
5292,08/19/2024 17.36.07,27,45,150,08,,,,
5293,08/19/2024 17.41.07,27,28,124,92,,,,
5294,08/19/2024 17.46.07,27,11,99,68,,,,
5295,08/19/2024 17.51.07,27,15,74,58,,,,
5296,08/19/2024 17.56.07,27,02,51,94,,,,
5297,08/19/2024 18.01.07,26,90,29,38,,,,
5298,08/19/2024 18.06.07,26,81,15,91,,,,
5299,08/19/2024 18.11.07,26,77,6,68,,,,
5300,08/19/2024 18.16.07,26,68,1,87,,,,
5301,08/19/2024 18.21.07,26,64,0,00,,,,
5302,08/19/2024 18.26.07,26,60,0,00,,,,
5303,08/19/2024 18.31.07,26,47,0,00,,,,
5304,08/19/2024 18.36.07,26,47,0,00,,,,
5305,08/19/2024 18.41.07,26,34,0,00,,,,
5306,08/19/2024 18.46.07,26,34,0,00,,,,
5307,08/19/2024 18.51.07,26,30,0,00,,,,
5308,08/19/2024 18.56.07,26,17,0,00,,,,
5309,08/19/2024 19.01.07,26,12,0,00,,,,
5310,08/19/2024 19.06.07,26,12,0,00,,,,
5311,08/19/2024 19.11.07,26,17,0,00,,,,
5312,08/19/2024 19.16.07,26,17,0,00,,,,
5313,08/19/2024 19.21.07,26,12,0,00,,,,
5314,08/19/2024 19.26.07,25,99,0,00,,,,
5315,08/19/2024 19.31.07,25,95,0,00,,,,
5316,08/19/2024 19.36.07,25,95,0,00,,,,
5317,08/19/2024 19.41.07,25,99,0,00,,,,
5318,08/19/2024 19.46.07,25,91,0,00,,,,
5319,08/19/2024 19.51.07,25,91,0,00,,,,
5320,08/19/2024 19.56.07,25,91,0,00,,,,
5321,08/19/2024 20.01.07,25,82,0,00,,,,
5322,08/19/2024 20.06.07,25,82,0,00,,,,
5323,08/19/2024 20.11.07,25,82,0,00,,,,
5324,08/19/2024 20.16.07,25,78,0,00,,,,
5325,08/19/2024 20.21.07,25,78,0,00,,,,
5326,08/19/2024 20.26.07,25,74,0,00,,,,
5327,08/19/2024 20.31.07,25,78,0,00,,,,
5328,08/19/2024 20.36.07,25,69,0,00,,,,
5329,08/19/2024 20.41.07,25,69,0,00,,,,
5330,08/19/2024 20.46.07,25,52,0,00,,,,
5331,08/19/2024 20.51.07,25,52,0,00,,,,
5332,08/19/2024 20.56.07,25,61,0,00,,,,
5333,08/19/2024 21.01.07,25,69,0,00,,,,
5334,08/19/2024 21.06.07,25,69,0,00,,,,
5335,08/19/2024 21.11.07,25,69,0,00,,,,
5336,08/19/2024 21.16.07,25,74,0,00,,,,
5337,08/19/2024 21.21.07,25,74,0,00,,,,
5338,08/19/2024 21.26.07,25,74,0,00,,,,
5339,08/19/2024 21.31.07,25,69,0,00,,,,
5340,08/19/2024 21.36.07,25,65,0,00,,,,
5341,08/19/2024 21.41.07,25,65,0,00,,,,
5342,08/19/2024 21.46.07,25,65,0,00,,,,
5343,08/19/2024 21.51.07,25,61,0,00,,,,
5344,08/19/2024 21.56.07,25,57,0,00,,,,
5345,08/19/2024 22.01.07,25,61,0,00,,,,
5346,08/19/2024 22.06.07,25,57,0,00,,,,
5347,08/19/2024 22.11.07,25,57,0,00,,,,
5348,08/19/2024 22.16.07,25,69,0,00,,,,
5349,08/19/2024 22.21.07,25,57,0,00,,,,
5350,08/19/2024 22.26.07,25,57,0,00,,,,
5351,08/19/2024 22.31.07,25,61,0,00,,,,
5352,08/19/2024 22.36.07,25,57,0,00,,,,
5353,08/19/2024 22.41.07,25,52,0,00,,,,
5354,08/19/2024 22.46.07,25,52,0,00,,,,
5355,08/19/2024 22.51.07,25,48,0,00,,,,
5356,08/19/2024 22.56.07,25,39,0,00,,,,
5357,08/19/2024 23.01.07,25,48,0,00,,,,
5358,08/19/2024 23.06.07,25,39,0,00,,,,
5359,08/19/2024 23.11.07,25,44,0,00,,,,
5360,08/19/2024 23.16.07,25,39,0,00,,,,
5361,08/19/2024 23.21.07,25,39,0,00,,,,
5362,08/19/2024 23.26.07,25,35,0,00,,,,
5363,08/19/2024 23.31.07,25,35,0,00,,,,
5364,08/19/2024 23.36.07,25,35,0,00,,,,
5365,08/19/2024 23.41.07,25,31,0,00,,,,
5366,08/19/2024 23.46.07,25,27,0,00,,,,
5367,08/19/2024 23.51.07,25,22,0,00,,,,
5368,08/19/2024 23.56.07,25,22,0,00,,,,
5369,08/20/2024 00.01.07,25,18,0,00,,,,
5370,08/20/2024 00.06.07,25,09,0,00,,,,
5371,08/20/2024 00.11.07,25,14,0,00,,,,
5372,08/20/2024 00.16.07,25,18,0,00,,,,
5373,08/20/2024 00.21.07,25,27,0,00,,,,
5374,08/20/2024 00.26.07,25,27,0,00,,,,
5375,08/20/2024 00.31.07,25,31,0,00,,,,
5376,08/20/2024 00.36.07,25,39,0,00,,,,
5377,08/20/2024 00.41.07,25,48,0,00,,,,
5378,08/20/2024 00.46.07,25,48,0,00,,,,
5379,08/20/2024 00.51.07,25,48,0,00,,,,
5380,08/20/2024 00.56.07,25,52,0,00,,,,
5381,08/20/2024 01.01.07,25,48,0,00,,,,
5382,08/20/2024 01.06.07,25,48,0,00,,,,
5383,08/20/2024 01.11.07,25,57,0,00,,,,
5384,08/20/2024 01.16.07,25,61,0,00,,,,
5385,08/20/2024 01.21.07,25,48,0,00,,,,
5386,08/20/2024 01.26.07,25,52,0,00,,,,
5387,08/20/2024 01.31.07,25,57,0,00,,,,
5388,08/20/2024 01.36.07,25,65,0,00,,,,
5389,08/20/2024 01.41.07,25,65,0,00,,,,
5390,08/20/2024 01.46.07,25,65,0,00,,,,
5391,08/20/2024 01.51.07,25,69,0,00,,,,
5392,08/20/2024 01.56.07,25,69,0,00,,,,
5393,08/20/2024 02.01.07,25,61,0,00,,,,
5394,08/20/2024 02.06.07,25,69,0,00,,,,
5395,08/20/2024 02.11.07,25,74,0,00,,,,
5396,08/20/2024 02.16.07,25,74,0,00,,,,
5397,08/20/2024 02.21.07,25,69,0,00,,,,
5398,08/20/2024 02.26.07,25,69,0,00,,,,
5399,08/20/2024 02.31.07,25,69,0,00,,,,
5400,08/20/2024 02.36.07,25,74,0,00,,,,
5401,08/20/2024 02.41.07,25,69,0,00,,,,
5402,08/20/2024 02.46.07,25,74,0,00,,,,
5403,08/20/2024 02.51.07,25,74,0,00,,,,
5404,08/20/2024 02.56.07,25,78,0,00,,,,
5405,08/20/2024 03.01.07,25,82,0,00,,,,
5406,08/20/2024 03.06.07,25,69,0,00,,,,
5407,08/20/2024 03.11.07,25,74,0,00,,,,
5408,08/20/2024 03.16.07,25,69,0,00,,,,
5409,08/20/2024 03.21.07,25,65,0,00,,,,
5410,08/20/2024 03.26.07,25,69,0,00,,,,
5411,08/20/2024 03.31.07,25,65,0,00,,,,
5412,08/20/2024 03.36.07,25,61,0,00,,,,
5413,08/20/2024 03.41.07,25,65,0,00,,,,
5414,08/20/2024 03.46.07,25,57,0,00,,,,
5415,08/20/2024 03.51.07,25,69,0,00,,,,
5416,08/20/2024 03.56.07,25,74,0,00,,,,
5417,08/20/2024 04.01.07,25,82,0,00,,,,
5418,08/20/2024 04.06.07,25,78,0,00,,,,
5419,08/20/2024 04.11.07,25,91,0,00,,,,
5420,08/20/2024 04.16.07,25,95,0,00,,,,
5421,08/20/2024 04.21.07,26,04,0,00,,,,
5422,08/20/2024 04.26.07,26,12,0,00,,,,
5423,08/20/2024 04.31.07,26,17,0,00,,,,
5424,08/20/2024 04.36.07,26,25,0,00,,,,
5425,08/20/2024 04.41.07,26,25,0,00,,,,
5426,08/20/2024 04.46.07,26,30,0,00,,,,
5427,08/20/2024 04.51.07,26,34,0,00,,,,
5428,08/20/2024 04.56.07,26,34,0,00,,,,
5429,08/20/2024 05.01.07,26,34,0,00,,,,
5430,08/20/2024 05.06.07,26,34,0,00,,,,
5431,08/20/2024 05.11.07,26,30,0,00,,,,
5432,08/20/2024 05.16.07,26,30,0,00,,,,
5433,08/20/2024 05.21.07,26,30,0,00,,,,
5434,08/20/2024 05.26.07,26,25,0,00,,,,
5435,08/20/2024 05.31.07,26,25,0,00,,,,
5436,08/20/2024 05.36.07,26,25,0,00,,,,
5437,08/20/2024 05.41.07,26,25,0,00,,,,
5438,08/20/2024 05.46.07,26,25,0,00,,,,
5439,08/20/2024 05.51.07,26,25,0,20,,,,
5440,08/20/2024 05.56.07,26,21,2,49,,,,
5441,08/20/2024 06.01.07,26,21,6,47,,,,
5442,08/20/2024 06.06.07,26,17,12,74,,,,
5443,08/20/2024 06.11.07,26,08,24,26,,,,
5444,08/20/2024 06.16.07,26,04,39,52,,,,
5445,08/20/2024 06.21.07,25,99,59,82,,,,
5446,08/20/2024 06.26.07,25,99,75,30,,,,
5447,08/20/2024 06.31.07,25,95,94,08,,,,
5448,08/20/2024 06.36.07,25,95,112,20,,,,
5449,08/20/2024 06.41.07,25,87,131,44,,,,
5450,08/20/2024 06.46.07,25,99,157,36,,,,
5451,08/20/2024 06.51.07,25,95,173,36,,,,
5452,08/20/2024 06.56.07,25,99,194,96,,,,
5453,08/20/2024 07.01.07,26,04,207,60,,,,
5454,08/20/2024 07.06.07,26,12,222,80,,,,
5455,08/20/2024 07.11.07,26,12,240,24,,,,
5456,08/20/2024 07.16.07,26,12,260,40,,,,
5457,08/20/2024 07.21.07,26,08,270,48,,,,
5458,08/20/2024 07.26.07,25,99,288,96,,,,
5459,08/20/2024 07.31.07,25,91,304,96,,,,
5460,08/20/2024 07.36.07,25,87,325,76,,,,
5461,08/20/2024 07.41.07,25,78,664,32,,,,
5462,08/20/2024 07.46.07,25,78,603,20,,,,
5463,08/20/2024 07.51.07,25,82,2066,56,,,,
5464,08/20/2024 07.56.07,25,91,3162,88,,,,
5465,08/20/2024 08.01.07,25,91,3367,68,,,,
5466,08/20/2024 08.06.07,25,99,3873,28,,,,
5467,08/20/2024 08.11.07,25,95,4519,68,,,,
5468,08/20/2024 08.16.07,25,95,5152,00,,,,
5469,08/20/2024 08.21.07,25,99,3770,88,,,,
5470,08/20/2024 08.26.07,25,95,4416,00,,,,
5471,08/20/2024 08.31.07,25,87,2218,24,,,,
5472,08/20/2024 08.36.07,25,87,2923,52,,,,
5473,08/20/2024 08.41.07,25,82,2584,32,,,,
5474,08/20/2024 08.46.07,25,78,2537,60,,,,
5475,08/20/2024 08.51.07,25,82,2827,52,,,,
5476,08/20/2024 08.56.07,25,87,2990,08,,,,
5477,08/20/2024 09.01.07,25,87,2160,00,,,,
5478,08/20/2024 09.06.07,25,82,2501,12,,,,
5479,08/20/2024 09.11.07,25,82,982,72,,,,
5480,08/20/2024 09.16.07,25,78,740,16,,,,
5481,08/20/2024 09.21.07,25,78,1464,32,,,,
5482,08/20/2024 09.26.07,25,82,1042,56,,,,
5483,08/20/2024 09.31.07,25,91,1753,60,,,,
5484,08/20/2024 09.36.07,25,99,1241,28,,,,
5485,08/20/2024 09.41.07,25,99,1264,00,,,,
5486,08/20/2024 09.46.07,25,91,936,00,,,,
5487,08/20/2024 09.51.07,25,91,873,60,,,,
5488,08/20/2024 09.56.07,25,91,787,20,,,,
5489,08/20/2024 10.01.07,25,95,780,48,,,,
5490,08/20/2024 10.06.07,26,08,882,88,,,,
5491,08/20/2024 10.11.07,26,17,777,60,,,,
5492,08/20/2024 10.16.07,26,34,800,00,,,,
5493,08/20/2024 10.21.07,26,55,2798,08,,,,
5494,08/20/2024 10.26.07,26,64,2183,04,,,,
5495,08/20/2024 10.31.07,26,90,2913,28,,,,
5496,08/20/2024 10.36.07,26,81,1797,12,,,,
5497,08/20/2024 10.41.07,26,72,2950,40,,,,
5498,08/20/2024 10.46.07,26,68,2536,32,,,,
5499,08/20/2024 10.51.07,26,68,2624,00,,,,
5500,08/20/2024 10.56.07,26,81,2757,12,,,,
5501,08/20/2024 11.01.07,26,85,2652,16,,,,
5502,08/20/2024 11.06.07,26,85,2539,52,,,,
5503,08/20/2024 11.11.07,26,90,2494,72,,,,
5504,08/20/2024 11.16.07,27,02,2611,20,,,,
5505,08/20/2024 11.21.07,27,28,2515,84,,,,
5506,08/20/2024 11.26.07,27,28,1501,44,,,,
5507,08/20/2024 11.31.07,27,20,1669,76,,,,
5508,08/20/2024 11.36.07,27,50,2331,52,,,,
5509,08/20/2024 11.41.07,27,80,2717,44,,,,
5510,08/20/2024 11.46.07,28,05,2736,64,,,,
5511,08/20/2024 11.51.07,28,05,2609,28,,,,
5512,08/20/2024 11.56.07,28,14,2576,00,,,,
5513,08/20/2024 12.01.07,28,01,2635,52,,,,
5514,08/20/2024 12.06.07,27,97,2696,96,,,,
5515,08/20/2024 12.11.07,28,10,2337,92,,,,
5516,08/20/2024 12.16.07,27,45,2336,64,,,,
5517,08/20/2024 12.21.07,26,94,1868,80,,,,
5518,08/20/2024 12.26.07,26,98,1752,32,,,,
5519,08/20/2024 12.31.07,27,20,1583,36,,,,
5520,08/20/2024 12.36.07,27,32,1368,32,,,,
5521,08/20/2024 12.41.07,27,71,1203,20,,,,
5522,08/20/2024 12.46.07,28,14,1184,96,,,,
5523,08/20/2024 12.51.07,28,57,1075,84,,,,
5524,08/20/2024 12.56.07,29,08,1005,12,,,,
5525,08/20/2024 13.01.07,29,51,1086,72,,,,
5526,08/20/2024 13.06.07,29,68,1024,96,,,,
5527,08/20/2024 13.11.07,29,73,981,76,,,,
5528,08/20/2024 13.16.07,29,77,819,84,,,,
5529,08/20/2024 13.21.07,29,77,695,04,,,,
5530,08/20/2024 13.26.07,29,77,619,04,,,,
5531,08/20/2024 13.31.07,29,94,607,36,,,,
5532,08/20/2024 13.36.07,30,07,634,40,,,,
5533,08/20/2024 13.41.07,30,16,636,16,,,,
5534,08/20/2024 13.46.07,30,16,758,08,,,,
5535,08/20/2024 13.51.07,30,11,1110,08,,,,
5536,08/20/2024 13.56.07,29,60,1127,36,,,,
5537,08/20/2024 14.01.07,29,47,1144,96,,,,
5538,08/20/2024 14.06.07,29,13,1167,36,,,,
5539,08/20/2024 14.11.07,29,00,1198,08,,,,
5540,08/20/2024 14.16.07,29,26,1248,00,,,,
5541,08/20/2024 14.21.07,29,51,1290,56,,,,
5542,08/20/2024 14.26.07,29,26,1306,24,,,,
5543,08/20/2024 14.31.07,29,51,1313,92,,,,
5544,08/20/2024 14.36.07,29,56,1338,88,,,,
5545,08/20/2024 14.41.07,29,38,1184,96,,,,
5546,08/20/2024 14.46.07,29,43,1261,44,,,,
5547,08/20/2024 14.51.07,29,38,903,04,,,,
5548,08/20/2024 14.56.07,29,43,914,24,,,,
5549,08/20/2024 15.01.07,29,21,724,80,,,,
5550,08/20/2024 15.06.07,29,26,702,72,,,,
5551,08/20/2024 15.11.07,29,30,847,68,,,,
5552,08/20/2024 15.16.07,29,26,640,64,,,,
5553,08/20/2024 15.21.07,29,13,609,12,,,,
5554,08/20/2024 15.26.07,29,04,587,36,,,,
5555,08/20/2024 15.31.07,28,95,582,40,,,,
5556,08/20/2024 15.36.07,28,91,555,36,,,,
5557,08/20/2024 15.41.07,28,83,542,08,,,,
5558,08/20/2024 15.46.07,28,83,521,60,,,,
5559,08/20/2024 15.51.07,28,74,508,00,,,,
5560,08/20/2024 15.56.07,28,74,489,60,,,,
5561,08/20/2024 16.01.07,28,87,634,08,,,,
5562,08/20/2024 16.06.07,28,65,466,72,,,,
5563,08/20/2024 16.11.07,28,57,471,68,,,,
5564,08/20/2024 16.16.07,28,57,450,72,,,,
5565,08/20/2024 16.21.07,28,40,432,48,,,,
5566,08/20/2024 16.26.07,28,31,425,76,,,,
5567,08/20/2024 16.31.07,28,27,417,28,,,,
5568,08/20/2024 16.36.07,28,27,380,80,,,,
5569,08/20/2024 16.41.07,27,97,364,16,,,,
5570,08/20/2024 16.46.07,27,84,353,12,,,,
5571,08/20/2024 16.51.07,27,80,344,00,,,,
5572,08/20/2024 16.56.07,27,71,324,72,,,,
5573,08/20/2024 17.01.07,27,67,309,52,,,,
5574,08/20/2024 17.06.07,27,67,290,16,,,,
5575,08/20/2024 17.11.07,27,58,266,64,,,,
5576,08/20/2024 17.16.07,27,50,246,48,,,,
5577,08/20/2024 17.21.07,27,37,223,84,,,,
5578,08/20/2024 17.26.07,27,28,203,60,,,,
5579,08/20/2024 17.31.07,27,20,180,96,,,,
5580,08/20/2024 17.36.07,27,02,152,56,,,,
5581,08/20/2024 17.41.07,26,94,129,88,,,,
5582,08/20/2024 17.46.07,26,90,103,84,,,,
5583,08/20/2024 17.51.07,26,81,78,68,,,,
5584,08/20/2024 17.56.07,26,77,53,20,,,,
5585,08/20/2024 18.01.07,26,68,32,42,,,,
5586,08/20/2024 18.06.07,26,60,16,30,,,,
5587,08/20/2024 18.11.07,26,55,6,89,,,,
5588,08/20/2024 18.16.07,26,47,2,28,,,,
5589,08/20/2024 18.21.07,26,51,0,20,,,,
5590,08/20/2024 18.26.07,26,51,0,00,,,,
5591,08/20/2024 18.31.07,26,47,0,00,,,,
5592,08/20/2024 18.36.07,26,42,0,00,,,,
5593,08/20/2024 18.41.07,26,38,0,00,,,,
5594,08/20/2024 18.46.07,26,34,0,00,,,,
5595,08/20/2024 18.51.07,26,30,0,00,,,,
5596,08/20/2024 18.56.07,26,21,0,00,,,,
5597,08/20/2024 19.01.07,26,25,0,00,,,,
5598,08/20/2024 19.06.07,26,25,0,00,,,,
5599,08/20/2024 19.11.07,26,17,0,00,,,,
5600,08/20/2024 19.16.07,26,12,0,00,,,,
5601,08/20/2024 19.21.07,26,12,0,00,,,,
5602,08/20/2024 19.26.07,26,17,0,00,,,,
5603,08/20/2024 19.31.07,26,17,0,00,,,,
5604,08/20/2024 19.36.07,26,17,0,00,,,,
5605,08/20/2024 19.41.07,26,17,0,00,,,,
5606,08/20/2024 19.46.07,26,17,0,00,,,,
5607,08/20/2024 19.51.07,26,04,0,00,,,,
5608,08/20/2024 19.56.07,25,99,0,00,,,,
5609,08/20/2024 20.01.07,26,04,0,00,,,,
5610,08/20/2024 20.06.07,26,04,0,00,,,,
5611,08/20/2024 20.11.07,25,95,0,00,,,,
5612,08/20/2024 20.16.07,25,95,0,00,,,,
5613,08/20/2024 20.21.07,25,91,0,00,,,,
5614,08/20/2024 20.26.07,25,95,0,00,,,,
5615,08/20/2024 20.31.07,25,95,0,00,,,,
5616,08/20/2024 20.36.07,25,95,0,00,,,,
5617,08/20/2024 20.41.07,25,91,0,00,,,,
5618,08/20/2024 20.46.07,25,95,0,00,,,,
5619,08/20/2024 20.51.07,25,87,0,00,,,,
5620,08/20/2024 20.56.07,25,91,0,00,,,,
5621,08/20/2024 21.01.07,25,91,0,00,,,,
5622,08/20/2024 21.06.07,25,82,0,00,,,,
5623,08/20/2024 21.11.07,25,82,0,00,,,,
5624,08/20/2024 21.16.07,25,87,0,00,,,,
5625,08/20/2024 21.21.07,25,87,0,00,,,,
5626,08/20/2024 21.26.07,25,87,0,00,,,,
5627,08/20/2024 21.31.07,25,87,0,00,,,,
5628,08/20/2024 21.36.07,25,82,0,00,,,,
5629,08/20/2024 21.41.07,25,82,0,00,,,,
5630,08/20/2024 21.46.07,25,82,0,00,,,,
5631,08/20/2024 21.51.07,25,74,0,00,,,,
5632,08/20/2024 21.56.07,25,78,0,00,,,,
5633,08/20/2024 22.01.07,25,78,0,00,,,,
5634,08/20/2024 22.06.07,25,78,0,00,,,,
5635,08/20/2024 22.11.07,25,74,0,00,,,,
5636,08/20/2024 22.16.07,25,74,0,00,,,,
5637,08/20/2024 22.21.07,25,69,0,00,,,,
5638,08/20/2024 22.26.07,25,74,0,00,,,,
5639,08/20/2024 22.31.07,25,78,0,00,,,,
5640,08/20/2024 22.36.07,25,78,0,00,,,,
5641,08/20/2024 22.41.07,25,74,0,00,,,,
5642,08/20/2024 22.46.07,25,74,0,00,,,,
5643,08/20/2024 22.51.07,25,74,0,00,,,,
5644,08/20/2024 22.56.07,25,69,0,00,,,,
5645,08/20/2024 23.01.07,25,69,0,00,,,,
5646,08/20/2024 23.06.07,25,69,0,00,,,,
5647,08/20/2024 23.11.07,25,69,0,00,,,,
5648,08/20/2024 23.16.07,25,65,0,00,,,,
5649,08/20/2024 23.21.07,25,65,0,00,,,,
5650,08/20/2024 23.26.07,25,65,0,00,,,,
5651,08/20/2024 23.31.07,25,69,0,00,,,,
5652,08/20/2024 23.36.07,25,65,0,00,,,,
5653,08/20/2024 23.41.07,25,61,0,00,,,,
5654,08/20/2024 23.46.07,25,61,0,00,,,,
5655,08/20/2024 23.51.07,25,65,0,00,,,,
5656,08/20/2024 23.56.07,25,61,0,00,,,,
5657,08/21/2024 00.01.07,25,61,0,00,,,,
5658,08/21/2024 00.06.07,25,61,0,00,,,,
5659,08/21/2024 00.11.07,25,57,0,00,,,,
5660,08/21/2024 00.16.07,25,52,0,00,,,,
5661,08/21/2024 00.21.07,25,52,0,00,,,,
5662,08/21/2024 00.26.07,25,48,0,00,,,,
5663,08/21/2024 00.31.07,25,48,0,00,,,,
5664,08/21/2024 00.36.07,25,44,0,00,,,,
5665,08/21/2024 00.41.07,25,48,0,00,,,,
