2	7	4
2	21	3
2	23	2
2	30	3
2	37	1
2	45	1
2	51	1
2	54	1
2	56	3
2	65	1
2	67	5
2	68	11
5	21	5
5	23	2
5	30	1
5	45	1
5	67	2
5	68	2
7	9	1
7	21	1
7	41	1
7	54	1
7	56	2
7	67	3
7	68	5
9	23	1
9	68	1
21	23	1
21	54	5
21	56	1
21	67	1
21	68	2
23	30	3
23	37	1
23	41	1
23	51	1
23	54	1
23	68	2
30	37	2
30	67	2
30	68	6
37	67	1
37	68	1
41	67	3
41	68	6
45	51	1
45	68	2
51	67	2
51	68	1
54	56	1
54	67	1
54	68	2
56	67	1
56	68	1
65	67	1
67	68	11
